rank,lemma,original_lemma,old_translation,new_translation,translation_changed,review_reason,pronoun_attachment_relation,pronoun_attachment_form,pronoun_attachment_type,pronoun_attachment_pronouns,pronoun_attachment_count,pronoun_attachment_confidence,pronoun_attachment_reason,pronoun_attachment_semantic_class
12593,negarlo,negar,to deny,to deny it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
12619,caerse,caer,to fall,to fall,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
12644,enviarlo,enviar,to send,to send it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
12683,convertirlo,convertir,to convert,to convert it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
12688,hablarles,hablar,to talk,to talk to them,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,les,1,high,safe_indirect_match,transparent_indirect
12745,terminarlo,terminar,to finish,to finish it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
12762,golpearme,golpear,to hit,to hit me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
12857,entenderse,entender,to understand,to understand,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
12868,retirarme,retirar,to remove,to remove me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
12869,salvarse,salvar,to save,to save,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
12910,salte,salir,you go out,go out you,yes,translation_changed,attached_pronoun_form,imperative,direct_object,te,1,high,safe_direct_match,transparent_object
12958,cuidarse,cuidar,to look after,to look after,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
12961,daros,dar,to give,to give to you all,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,os,1,high,safe_indirect_match,transparent_indirect
12963,pegarme,pegar,to stick,to stick me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
12994,seguirlo,seguir,to follow,to follow it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
12999,comerme,comer,to eat,to eat,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,ethical_dative,me,1,medium,candidate_only,ethical_dative
13004,acompañarnos,acompañar,to accompany,to accompany us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
13022,relajarme,relajar,to relax,to relax me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
13039,prepararte,preparar,to prepare,to prepare you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
13069,imaginarlo,imaginar,to imagine,to imagine it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
13079,expresarse,expresar,to express,to express,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
13124,cambiarse,cambiar,to change,to change,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
13157,pararlo,parar,to stop,to stop it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
13164,mudarnos,mudar,to move,to move us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
13190,mudarte,mudar,to move,to move you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
13207,matarse,matar,to kill,to kill,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
13240,acercarnos,acercar,to bring close,to bring close us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
13243,conseguirle,conseguir,to achieve,to achieve to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
13250,morirme,morir,to die,to die me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
13283,meternos,meter,to put in,to put in us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
13296,ganarte,ganar,to gain,to gain you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
13302,romperse,romper,to break,to break,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
13322,pasarla,pasar,to pass,to pass it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
13327,convencerla,convencer,to convince,to convince it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
13368,recuperarla,recuperar,to recover,to recover it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
13380,míralos,mirar,you look at,look at them (masculine),yes,translation_changed,attached_pronoun_form,imperative,direct_object,los,1,high,safe_direct_match,transparent_object
13412,entregarle,entregar,to deliver,to deliver to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
13417,comerte,comer,to eat,to eat,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,ethical_dative,te,1,medium,candidate_only,ethical_dative
13418,considerarlo,considerar,to consider,to consider it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
13435,imaginarse,imaginar,to imagine,to imagine,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
13445,defenderme,defender,to defend,to defend me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
13460,avisarle,avisar,to tell,to tell to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
13465,venderla,vender,to sell,to sell it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
13491,tirarlo,tirar,to throw,to throw it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
13492,usarlos,usar,to use,to use them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
13510,pórtate,portar,you bear,bear you,yes,translation_changed,attached_pronoun_form,imperative,direct_object,te,1,high,safe_direct_match,transparent_object
13540,robarme,robar,to rob,to rob me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
13543,enviarte,enviar,to send,to send you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
13549,despertarme,despertar,to wake,to wake me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
13550,despertarte,despertar,to wake,to wake you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
13591,desarrollarse,desarrollar,to develop,to develop,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
13624,tocarte,tocar,to touch,to touch you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
13630,meterlo,meter,to put in,to put in it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
13635,haberles,haber,to have,to have to them,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,les,1,high,safe_indirect_match,transparent_indirect
13716,llamarlos,llamar,to summon,to summon them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
13733,entregarse,entregar,to deliver,to deliver,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
13767,sálvame,salvar,I save,save me,yes,translation_changed,attached_pronoun_form,imperative,direct_object,me,1,high,safe_direct_match,transparent_object
13771,advertirle,advertir,to warn,to warn to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
13830,mentirle,mentir,to lie,to lie to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
13840,comunicarme,comunicar,to communicate,to communicate me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
13855,acostumbrarse,acostumbrar,to accustom,to accustom,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
13877,oponerse,oponer,to pit,to pit,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
13884,molestarlo,molestar,to bother,to bother it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
13914,comprenderlo,comprender,to understand,to understand it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
13927,sácala,sacar,you put out,put out it (feminine),yes,translation_changed,attached_pronoun_form,imperative,direct_object,la,1,high,safe_direct_match,transparent_object
13943,cortarle,cortar,to cut,to cut to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
13978,pararse,parar,to stop,to stop,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
13989,creerle,creer,to believe,to believe to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
14025,vestirte,vestir,to dress,to dress you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
14034,establecerse,establecer,to establish,to establish,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
14056,entregarme,entregar,to deliver,to deliver me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
14081,demostrarle,demostrar,to show,to show to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
14082,pégame,pegar,I stick,stick me,yes,translation_changed,attached_pronoun_form,imperative,direct_object,me,1,high,safe_direct_match,transparent_object
14083,compórtate,comportar,you involve,involve you,yes,translation_changed,attached_pronoun_form,imperative,direct_object,te,1,high,safe_direct_match,transparent_object
14091,alimentarse,alimentar,to feed,to feed,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
14103,gustarme,gustar,to taste,to taste me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
14150,molestarla,molestar,to bother,to bother it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
14191,arrestarlo,arrestar,to arrest,to arrest it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
14201,devolverte,devolver,to return,to return you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
14229,incorporarse,incorporar,to incorporate,to incorporate,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
14230,dándome,dar,giving,giving to me,yes,translation_changed,attached_pronoun_form,gerund,indirect_object,me,1,high,safe_indirect_match,transparent_indirect
14235,devolverme,devolver,to return,to return me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
14261,avergonzarse,avergonzar,to shame,to shame,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
14276,encargarte,encargar,to entrust,to entrust you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
14279,echarse,echar,to throw,to throw,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
14290,lavarme,lavar,to wash,to wash oneself,yes,translation_changed,attached_pronoun_form,infinitive,reflexive,me,1,high,manual_reflexive_match,reflexive_lexical
14292,visitarte,visitar,to visit,to visit you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
14301,tenerle,tener,to have,to have to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
14389,visitarla,visitar,to visit,to visit it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
14441,usarse,usar,to use,to use,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
14462,transformarse,transformar,to transform,to transform,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
14463,burlarse,burlar,to outwit,to outwit,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
14470,visitarnos,visitar,to visit,to visit us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
14477,prepararnos,preparar,to prepare,to prepare us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
14509,serle,ser,to be,to be to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
14512,imaginarte,imaginar,to imagine,to imagine you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
14517,acompañarte,acompañar,to accompany,to accompany you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
14534,lavarse,lavar,to wash,to wash oneself,yes,translation_changed,attached_pronoun_form,infinitive,reflexive,se,1,high,manual_reflexive_match,reflexive_lexical
14543,enamorarme,enamorar,to enamor,to enamor me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
14550,resistirse,resistir,to tolerate,to tolerate,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
14555,poniéndose,poner,putting,putting on,yes,translation_changed,attached_pronoun_form,gerund,reflexive,se,1,high,manual_reflexive_match,reflexive_lexical
14582,aplicarse,aplicar,to use,to use,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
14585,enfrentarte,enfrentar,to confront,to confront you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
14588,molestarle,molestar,to bother,to bother to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
14595,advertirte,advertir,to warn,to warn you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
14614,echarlo,echar,to throw,to throw it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
14616,mostrarse,mostrar,to show,to show,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
14617,ocuparte,ocupar,to occupy,to occupy you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
14619,pégale,pegar,you stick,stick to him or her,yes,translation_changed,attached_pronoun_form,imperative,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
14622,llámala,llamar,you summon,summon it (feminine),yes,translation_changed,attached_pronoun_form,imperative,direct_object,la,1,high,safe_direct_match,transparent_object
14654,meterle,meter,to put in,to put in to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
14658,verles,ver,to see,to see to them,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,les,1,high,safe_indirect_match,transparent_indirect
14690,visitarlo,visitar,to visit,to visit it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
14714,escribirlo,escribir,to write,to write it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
14716,moverlo,mover,to move,to move it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
14727,pregúntame,preguntar,I ask,ask me,yes,translation_changed,attached_pronoun_form,imperative,indirect_object,me,1,high,safe_indirect_match,transparent_indirect
14750,limpiarlo,limpiar,to clean,to clean it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
14785,bañarse,bañar,to bathe,to bathe,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
14811,acostumbrarme,acostumbrar,to accustom,to accustom me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
14815,despertarse,despertar,to wake,to wake,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
14858,unirnos,unir,to unite,to unite us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
14864,arriesgarnos,arriesgar,to venture,to venture us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
14868,mentirme,mentir,to lie,to lie me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
14877,leerla,leer,to read,to read it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
14932,ocultarlo,ocultar,to hide,to hide it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
14965,apoderarse,apoderar,to empower,to empower,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
14968,tirarme,tirar,to throw,to throw me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
14980,librarme,librar,to save,to save me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
15031,seguirle,seguir,to follow,to follow to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
15039,quítale,quitar,you remove,remove from him or her,yes,translation_changed,attached_pronoun_form,imperative,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
15045,subirse,subir,to raise,to raise,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
15049,confirmarlo,confirmar,to confirm,to confirm it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
15088,utilizarlo,utilizar,to use,to use it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
15122,salvarlos,salvar,to save,to save them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
15245,recogerme,recoger,to collect,to collect me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
15253,convencerte,convencer,to convince,to convince you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
15263,darlo,dar,to give,to give it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
15265,escribirle,escribir,to write,to write to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
15269,situarse,situar,to situate,to situate,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
15272,aprovecharse,aprovechar,to make use of,to make use of,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
15284,marcharnos,marchar,to go,to leave,yes,translation_changed,attached_pronoun_form,infinitive,pronominal,nos,1,high,manual_pronominal_match,pronominal_lexical
15285,explicarse,explicar,to explain,to explain,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
15301,utilizarse,utilizar,to use,to use,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
15302,agradecerles,agradecer,to thank,to thank to them,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,les,1,high,safe_indirect_match,transparent_indirect
15303,cuidarla,cuidar,to look after,to look after it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
15304,dejarles,dejar,to leave,to leave to them,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,les,1,high,safe_indirect_match,transparent_indirect
15305,lavarte,lavar,to wash,to wash oneself,yes,translation_changed,attached_pronoun_form,infinitive,reflexive,te,1,high,manual_reflexive_match,reflexive_lexical
15322,relacionarse,relacionar,to relate,to relate,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
15329,importarle,importar,to matter,to matter to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
15356,gustarte,gustar,to taste,to taste you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
15387,saberse,saber,to know,to know by heart,yes,translation_changed,attached_pronoun_form,infinitive,idiomatic_se,se,1,high,manual_idiomatic_se_match,idiomatic_aspectual
15389,cuidarlo,cuidar,to look after,to look after it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
15398,hablarnos,hablar,to talk,to talk to us,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,nos,1,high,safe_indirect_match,transparent_indirect
15425,preguntarles,preguntar,to ask,to ask them,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,les,1,high,safe_indirect_match,transparent_indirect
15434,míranos,mirar,I look at,look at us,yes,translation_changed,attached_pronoun_form,imperative,direct_object,nos,1,high,safe_direct_match,transparent_object
15457,traerlos,traer,to bring,to bring them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
15460,escondernos,esconder,to hide,to hide us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
15469,pedirlo,pedir,to ask for something,to ask it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
15530,traernos,traer,to bring,to bring to us,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,nos,1,high,safe_indirect_match,transparent_indirect
15541,acordarme,acordar,to agree,to remember,yes,translation_changed,attached_pronoun_form,infinitive,pronominal,me,1,high,manual_pronominal_match,pronominal_lexical
15549,protegerlos,proteger,to protect,to protect them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
15555,mírale,mirar,you look at,look at to him or her,yes,translation_changed,attached_pronoun_form,imperative,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
15630,culparme,culpar,to blame,to blame me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
15636,serte,ser,to be,to be you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
15648,disfrutarlo,disfrutar,to enjoy,to enjoy it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
15655,parecerse,parecer,to seem,to seem,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
15669,recogerla,recoger,to collect,to collect it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
15686,calmarse,calmar,to calm,to calm,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
15694,quererte,querer,to desire,to desire you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
15695,recogerte,recoger,to collect,to collect you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
15730,obligarme,obligar,to force,to force me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
15731,pararme,parar,to stop,to stop me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
15738,concentrarte,concentrar,to concentrate,to concentrate you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
15761,conseguirla,conseguir,to achieve,to achieve it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
15793,instalarse,instalar,to install,to install,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
15797,bájala,bajar,you go down,go down it (feminine),yes,translation_changed,attached_pronoun_form,imperative,direct_object,la,1,high,safe_direct_match,transparent_object
15801,tratarme,tratar,to treat,to treat me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
15831,ofrecerles,ofrecer,to offer,to offer to them,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,les,1,high,safe_indirect_match,transparent_indirect
15832,amarme,amar,to love,to love me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
15875,imponerse,imponer,to impose,to impose,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
15876,perdonarte,perdonar,to pardon,to pardon you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
15884,besarla,besar,to kiss,to kiss it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
15885,comprometerse,comprometer,to promise,to promise,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
15895,molestarse,molestar,to bother,to bother,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
15898,ayudaros,ayudar,to help,to help you all,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,os,1,high,safe_indirect_match,transparent_indirect
15903,liberarse,liberar,to liberate,to liberate,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
15906,recordarme,recordar,to remember,to remember me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
15910,mencionarlo,mencionar,to mention,to mention it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
15916,comprarla,comprar,to buy,to buy it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
