lemma,count
[UNTRANSLATED] comieron,2054
lighter,2054
skilled,2054
[UNTRANSLATED] mágicas,2054
[UNTRANSLATED] señalaron,2054
deaf,2054
dalton,2053
[UNTRANSLATED] deciros,2053
[UNTRANSLATED] dude,2053
free,2053
ivory,2053
prince,2053
separate,2053
subject,2053
[UNTRANSLATED] apestas,2052
[UNTRANSLATED] consigamos,2052
[UNTRANSLATED] creerías,2052
failure,2052
liar,2052
[UNTRANSLATED] prefirió,2052
ramp,2052
[UNTRANSLATED] simmons,2052
vitality,2052
[UNTRANSLATED] canceló,2051
francine,2051
[UNTRANSLATED] rindas,2051
[UNTRANSLATED] sugieres,2051
[UNTRANSLATED] boo,2050
[UNTRANSLATED] bridge,2050
evasion / escape,2050
philosopher,2050
good-looking,2050
improvement,2049
mutation,2049
[UNTRANSLATED] ojala,2049
stubborn,2049
[UNTRANSLATED] terminaría,2049
affect,2048
sportsman / sporty,2048
[UNTRANSLATED] ling,2048
warden,2047
slow,2047
[UNTRANSLATED] lucen,2047
tyranny,2047
[UNTRANSLATED] tiraron,2047
[UNTRANSLATED] vaga,2047
flesh / meat,2046
[UNTRANSLATED] cass,2046
freeze,2046
denouement,2046
subsidiary / filial,2046
madonna,2046
[UNTRANSLATED] mantendremos,2046
flavour,2046
second lieutenant,2045
corrupt,2045
intermediary / intermediate,2045
percentage,2045
[UNTRANSLATED] salvarnos,2045
[UNTRANSLATED] ósea,2045
[UNTRANSLATED] aléjese,2043
[UNTRANSLATED] bailas,2043
dissemble,2043
evident,2043
listener,2043
alcoholism,2042
analyse,2042
arrest,2042
ecological,2042
fill,2042
[UNTRANSLATED] oppa,2042
[UNTRANSLATED] conduzca,2041
deduce / setoff against,2041
[UNTRANSLATED] entregaron,2041
[UNTRANSLATED] ofrecemos,2041
rhyme,2041
translator,2041
dynamic,2040
divide,2040
emilia,2040
pharaoh,2040
juárez,2040
organise,2040
fraction,2040
athletics,2039
[UNTRANSLATED] dominó,2039
[UNTRANSLATED] lograba,2039
lane,2038
meanwhile,2038
karate,2038
potassium,2038
[UNTRANSLATED] alimentaria,2037
[UNTRANSLATED] existan,2037
[UNTRANSLATED] vivirás,2037
[UNTRANSLATED] conocíamos,2036
[UNTRANSLATED] conseguirme,2036
contractor,2036
costly,2036
ingrid,2036
[UNTRANSLATED] levantan,2036
[UNTRANSLATED] mon,2036
rodeo / round-up / detour,2036
[UNTRANSLATED] senadora,2036
[UNTRANSLATED] tengáis,2036
advance,2035
[UNTRANSLATED] jedi,2034
sicily,2034
[UNTRANSLATED] aprovechamiento,2033
[UNTRANSLATED] chiapas,2033
feminine,2033
vernon,2033
[UNTRANSLATED] callen,2032
fuel,2032
[UNTRANSLATED] gloriosa,2032
[UNTRANSLATED] hablaría,2032
mockery,2031
[UNTRANSLATED] haciéndole,2031
máximo / maximum,2031
[UNTRANSLATED] nah,2031
[UNTRANSLATED] oírla,2031
lean / support,2030
unarmed,2030
dissolution,2030
cool,2030
recession,2030
educate,2029
prevent,2029
[UNTRANSLATED] impiden,2029
román,2029
condemn / doom,2028
cast,2028
[UNTRANSLATED] previstas,2028
risk,2027
bautista,2027
[UNTRANSLATED] celebramos,2027
curriculum,2027
[UNTRANSLATED] inclina,2027
flood,2027
marina,2027
[UNTRANSLATED] matarás,2027
pyjamas,2027
[UNTRANSLATED] proxima,2027
disappoint,2026
[UNTRANSLATED] eligen,2026
restructuring,2026
vote,2026
[UNTRANSLATED] acudieron,2025
allan,2025
[UNTRANSLATED] humphrey,2025
lenin,2025
planned,2025
candy,2024
[UNTRANSLATED] casará,2024
[UNTRANSLATED] chanel,2024
spectacular,2024
martí,2024
nail,2024
finishing,2023
[UNTRANSLATED] caíste,2023
[UNTRANSLATED] enamorarse,2023
[UNTRANSLATED] forastero,2023
incorporate,2023
lino / linen,2023
[UNTRANSLATED] rompo,2023
sip,2023
[UNTRANSLATED] buscará,2022
[UNTRANSLATED] espesa,2022
historically,2022
domination,2021
[UNTRANSLATED] erótico,2021
[UNTRANSLATED] goza,2021
[UNTRANSLATED] larguémonos,2021
[UNTRANSLATED] tened,2021
putto bed,2020
barça,2020
searcher / seeker,2020
cockroach,2020
diploma,2020
fertility,2020
[UNTRANSLATED] presiento,2020
council,2019
[UNTRANSLATED] dirigiéndose,2019
dwarf,2019
[UNTRANSLATED] explicaba,2019
identical,2019
[UNTRANSLATED] ming,2019
theatre,2019
[UNTRANSLATED] vayámonos,2019
[UNTRANSLATED] voyager,2019
bartolomé,2018
[UNTRANSLATED] regresaba,2018
[UNTRANSLATED] violentamente,2018
cayo,2017
opinion / look / looklike,2017
silhouette,2017
pigeonhole,2016
apron,2016
[UNTRANSLATED] dewey,2016
form,2016
globalisation,2016
real-estate,2016
[UNTRANSLATED] intervienen,2016
plantation,2016
appendix,2015
discipline,2015
income,2015
vomit,2015
[UNTRANSLATED] encargaremos,2014
[UNTRANSLATED] ganarle,2014
[UNTRANSLATED] nombró,2014
assist,2013
[UNTRANSLATED] indirecta,2013
mention,2013
[UNTRANSLATED] permitirnos,2013
vertebral,2013
[UNTRANSLATED] acercarte,2012
[UNTRANSLATED] obtienes,2012
[UNTRANSLATED] perdonaré,2012
[UNTRANSLATED] recogí,2012
ascendant / upward / ascending,2011
fascist,2011
focus,2011
gladys,2011
implant,2011
[UNTRANSLATED] pego,2011
[UNTRANSLATED] peruana,2011
plural,2011
[UNTRANSLATED] sanitarias,2011
shelley,2011
submarine / underwater,2011
subvention,2011
[UNTRANSLATED] actrices,2010
spark,2010
combine,2010
[UNTRANSLATED] gustarle,2010
[UNTRANSLATED] mumbai,2010
margin,2010
collision,2009
[UNTRANSLATED] directas,2009
sinner,2009
stacey,2009
combine,2008
[UNTRANSLATED] comparto,2008
daughter-in-law,2008
[UNTRANSLATED] oswald,2008
publish,2008
[UNTRANSLATED] sueltas,2008
[UNTRANSLATED] abrid,2007
contact,2007
prolonged,2007
camp,2006
[UNTRANSLATED] cenicienta,2006
confidentiality,2006
[UNTRANSLATED] donar,2006
tenant,2006
flood,2006
negotiate,2006
[UNTRANSLATED] repitiendo,2006
branch,2006
[UNTRANSLATED] warp,2006
crush,2005
compose,2005
ocular,2005
public,2005
rigid / stiff,2005
whistle,2005
[UNTRANSLATED] sugar,2005
tyrant,2005
[UNTRANSLATED] united,2005
valuable,2005
fall,2004
train / coach,2004
farm,2004
[UNTRANSLATED] incorrecta,2004
obsess,2004
susceptible,2004
[UNTRANSLATED] confiamos,2003
shelf,2003
[UNTRANSLATED] ofendas,2003
[UNTRANSLATED] woods,2003
almond,2002
[UNTRANSLATED] crecieron,2002
diminish / curtail / dwindle,2002
extraordinarily,2002
fungus,2002
initiate,2002
[UNTRANSLATED] asustarte,2001
fino / fine,2001
simultaneously,2001
[UNTRANSLATED] afecte,2000
[UNTRANSLATED] aprenderás,2000
[UNTRANSLATED] bajaré,2000
[UNTRANSLATED] planeamos,2000
encourage / animate,1999
[UNTRANSLATED] esconderme,1999
promising,1999
noisy,1999
[UNTRANSLATED] suelten,1999
[UNTRANSLATED] candidata,1998
contemporary,1998
[UNTRANSLATED] dense,1998
[UNTRANSLATED] expuso,1998
fascism,1998
[UNTRANSLATED] hala,1998
isabella,1998
[UNTRANSLATED] levantas,1998
command,1998
[UNTRANSLATED] tires,1998
[UNTRANSLATED] casaron,1997
[UNTRANSLATED] escapan,1997
[UNTRANSLATED] habeis,1997
[UNTRANSLATED] molestaba,1997
beak,1997
[UNTRANSLATED] proponen,1997
[UNTRANSLATED] recogeré,1997
[UNTRANSLATED] sureste,1997
consult,1996
container,1996
[UNTRANSLATED] kev,1996
recommended,1996
excellent,1996
[UNTRANSLATED] conduces,1994
[UNTRANSLATED] magnus,1994
doctor / medical,1994
collect,1994
[UNTRANSLATED] veréis,1994
[UNTRANSLATED] alumna,1993
[UNTRANSLATED] contara,1993
[UNTRANSLATED] estacionado,1993
[UNTRANSLATED] mississippi,1993
[UNTRANSLATED] presunta,1993
[UNTRANSLATED] recoja,1993
transfer,1993
[UNTRANSLATED] busques,1992
gracie,1992
[UNTRANSLATED] juró,1992
potion,1992
preliminary,1992
[UNTRANSLATED] probemos,1992
pupil,1992
[UNTRANSLATED] trabajen,1992
[UNTRANSLATED] corras,1991
[UNTRANSLATED] filetes,1991
[UNTRANSLATED] haciéndome,1991
mao,1991
[UNTRANSLATED] ataquen,1990
edible,1990
bemissing,1990
real estate,1990
merlín,1990
néstor,1990
perverse,1990
gunman,1990
[UNTRANSLATED] dígamelo,1989
guinea,1989
psc,1989
octopus,1989
[UNTRANSLATED] sustento,1989
[UNTRANSLATED] boys,1988
casta / caste,1988
funny,1988
cook,1988
[UNTRANSLATED] cofre,1988
pup / breeding,1988
mistake,1988
[UNTRANSLATED] ollie,1988
acceleration,1987
[UNTRANSLATED] compartirlo,1987
darryl,1987
gallagher,1987
indisputable,1987
oklahoma,1987
[UNTRANSLATED] paran,1987
soda,1987
[UNTRANSLATED] sung,1987
nineteen,1986
[UNTRANSLATED] miraré,1986
alejo,1985
[UNTRANSLATED] elegimos,1985
orchard,1985
reserve,1985
[UNTRANSLATED] bull,1984
casually,1984
combination,1984
[UNTRANSLATED] golpee,1984
hardy,1984
[UNTRANSLATED] juré,1984
track,1984
sacrament,1984
draw,1984
[UNTRANSLATED] contestador,1983
convention,1983
destroyer,1983
[UNTRANSLATED] express,1983
francesca,1983
lina,1983
[UNTRANSLATED] lorca,1983
[UNTRANSLATED] permanecía,1983
[UNTRANSLATED] preocuparía,1983
[UNTRANSLATED] stanford,1983
[UNTRANSLATED] olvidarme,1982
bakery,1982
fan,1981
cono / cone,1981
[UNTRANSLATED] guardé,1981
murdoch,1981
[UNTRANSLATED] negarlo,1981
[UNTRANSLATED] podrida,1981
[UNTRANSLATED] poseído,1981
suicidal,1981
[UNTRANSLATED] manejan,1980
possession,1980
predictable,1980
rafa,1980
relative,1980
blessing,1979
scruple,1979
[UNTRANSLATED] esperará,1979
standard,1979
ring / siege,1978
[UNTRANSLATED] combina,1978
edna,1978
lucio,1978
hammer,1978
alternative,1977
[UNTRANSLATED] encubierta,1977
[UNTRANSLATED] inexplicable,1977
[UNTRANSLATED] invernadero,1977
[UNTRANSLATED] milady,1977
pilar / pillar,1977
trunk,1977
accumulate / accrue,1976
flat,1976
order,1976
[UNTRANSLATED] bronx,1975
fall,1975
goat,1975
[UNTRANSLATED] kerry,1975
[UNTRANSLATED] maricas,1975
[UNTRANSLATED] team,1975
[UNTRANSLATED] velasco,1975
[UNTRANSLATED] adoptó,1974
[UNTRANSLATED] afirmaba,1974
[UNTRANSLATED] bebamos,1974
[UNTRANSLATED] califica,1974
barracks,1974
[UNTRANSLATED] frost,1974
[UNTRANSLATED] invitaste,1974
mosque,1974
no,1974
[UNTRANSLATED] olvidaron,1974
watchdog,1974
expel / eject,1973
implication,1973
inquisition,1973
shrinking,1973
[UNTRANSLATED] talentoso,1973
play,1972
montreal,1972
[UNTRANSLATED] planeaba,1972
[UNTRANSLATED] protegen,1972
competitive,1971
[UNTRANSLATED] crié,1971
[UNTRANSLATED] escondí,1971
[UNTRANSLATED] regresara,1971
fulfil,1970
[UNTRANSLATED] mindy,1970
[UNTRANSLATED] valenciana,1970
speed,1970
official / administrative,1969
[UNTRANSLATED] enviarlo,1969
joanna,1969
[UNTRANSLATED] lloran,1969
[UNTRANSLATED] probó,1969
training / coaching,1968
found,1968
[UNTRANSLATED] ajusta,1967
[UNTRANSLATED] dolía,1967
[UNTRANSLATED] negaron,1967
psychological,1967
[UNTRANSLATED] convicto,1966
husband / wife,1966
[UNTRANSLATED] gamma,1966
[UNTRANSLATED] luthor,1966
presto,1966
[UNTRANSLATED] recuperará,1966
subject,1966
free / release,1965
soda / sosa,1965
[UNTRANSLATED] alérgica,1964
lively / animated / animate,1964
[UNTRANSLATED] bach,1964
contention / feud,1964
stove,1964
include,1964
lens,1964
nico,1964
projection,1964
sound,1964
[UNTRANSLATED] bailo,1963
path / way,1963
[UNTRANSLATED] camp,1963
[UNTRANSLATED] conseguiría,1963
interval,1963
patriot,1963
sacrifice,1963
[UNTRANSLATED] subconsciente,1963
separate / moveaway / avert,1962
bea,1962
[UNTRANSLATED] capataz,1962
[UNTRANSLATED] cartagena,1962
[UNTRANSLATED] casan,1962
[UNTRANSLATED] dire,1962
[UNTRANSLATED] imposición,1962
regret,1962
[UNTRANSLATED] logrará,1962
mythology,1962
[UNTRANSLATED] ratito,1962
verb,1962
[UNTRANSLATED] convertirlo,1961
pieceof furniture,1961
reprisal / retaliation,1961
notice / warning,1960
[UNTRANSLATED] convence,1960
[UNTRANSLATED] hablarles,1960
[UNTRANSLATED] morrison,1960
[UNTRANSLATED] muestro,1960
[UNTRANSLATED] construimos,1959
[UNTRANSLATED] creek,1959
[UNTRANSLATED] oo,1959
repercussion,1959
cherry,1958
pneumonia,1958
[UNTRANSLATED] take,1958
barbaric / barbarian,1957
checkup,1957
feminist,1957
washing machine,1957
[UNTRANSLATED] terapéutica,1957
trey,1957
[UNTRANSLATED] vota,1957
[UNTRANSLATED] administrativas,1956
anxiety / angst / anguish,1956
snail,1956
consolidate,1956
rib,1956
hawaii,1956
[UNTRANSLATED] sobrevivirá,1956
[UNTRANSLATED] estara,1955
[UNTRANSLATED] estudiaba,1955
annoying / pestering,1955
caviar,1954
corporal,1954
worsen,1954
strike / walkout,1954
slowness,1954
lineage,1954
[UNTRANSLATED] sirves,1954
opponent,1953
alcoholic,1953
america,1953
aspiration,1953
brusque,1953
[UNTRANSLATED] cho,1953
sink,1953
[UNTRANSLATED] interpol,1953
[UNTRANSLATED] separaron,1953
bladder,1953
authorise / licence,1952
contain,1952
controversy,1952
cut / hack,1952
[UNTRANSLATED] crecía,1952
[UNTRANSLATED] expliqué,1952
[UNTRANSLATED] osito,1952
[UNTRANSLATED] represento,1952
[UNTRANSLATED] usará,1952
[UNTRANSLATED] proyecta,1951
ration,1951
[UNTRANSLATED] respondes,1951
runover,1950
upset,1950
selfishness,1950
impatience,1950
prose,1950
samurai,1950
semaphore,1950
[UNTRANSLATED] sonreía,1950
trophy,1950
exceptional,1949
objectivity,1949
repeat,1949
full,1949
[UNTRANSLATED] acuden,1948
[UNTRANSLATED] manifiestan,1948
represent,1948
select,1948
[UNTRANSLATED] deseen,1947
spoil / foulup,1947
finland,1947
[UNTRANSLATED] terminarlo,1947
shower,1946
goblin,1946
[UNTRANSLATED] esperándome,1946
johan,1946
melinda,1946
[UNTRANSLATED] seguiste,1946
ferry,1946
annually,1945
cause,1945
[UNTRANSLATED] escuchará,1945
injection,1945
[UNTRANSLATED] chin,1944
impressive / stunning,1944
inflammation,1944
[UNTRANSLATED] sobria,1944
anthropology,1943
[UNTRANSLATED] entraremos,1943
total,1943
australian,1942
[UNTRANSLATED] cava,1942
[UNTRANSLATED] golpearme,1942
[UNTRANSLATED] lograremos,1942
portion,1942
8th,1942
affiliate,1941
sulphur,1941
[UNTRANSLATED] baratas,1941
[UNTRANSLATED] colocan,1941
spend,1941
julius,1941
[UNTRANSLATED] propietaria,1941
composer,1940
[UNTRANSLATED] concertación,1940
disequilibrium,1940
[UNTRANSLATED] leen,1940
rid,1940
[UNTRANSLATED] manifestaron,1940
[UNTRANSLATED] porsche,1940
asphyxia,1939
swan,1939
[UNTRANSLATED] desmayado,1939
flank,1939
doll,1939
[UNTRANSLATED] tendió,1939
[UNTRANSLATED] aprisa,1938
describe,1938
[UNTRANSLATED] cárdenas,1938
drainage,1938
[UNTRANSLATED] hi,1938
pronounce,1938
kidnapping,1938
urgent,1938
aidan,1937
[UNTRANSLATED] duérmete,1937
malik,1937
[UNTRANSLATED] máximas,1937
[UNTRANSLATED] strike,1937
apt,1936
vicinity,1936
[UNTRANSLATED] sentaos,1936
mushroom,1936
[UNTRANSLATED] viviremos,1936
[UNTRANSLATED] coged,1935
[UNTRANSLATED] contesté,1935
differential,1935
elementary,1935
harley,1935
form,1935
rahul,1935
tear,1934
motivate,1934
quentin,1934
recess,1934
relieve,1933
[UNTRANSLATED] dinozzo,1933
hatch,1933
[UNTRANSLATED] modus,1933
peasant / villain,1933
[UNTRANSLATED] willis,1933
[UNTRANSLATED] aposentos,1932
ignore,1932
mastery,1932
alzheimer,1931
[UNTRANSLATED] bs,1931
plot,1931
continent,1931
[UNTRANSLATED] destruirá,1931
[UNTRANSLATED] irían,1931
carry,1931
[UNTRANSLATED] preferirías,1931
[UNTRANSLATED] proceda,1931
atom,1931
[UNTRANSLATED] atrajo,1930
brochure / booklet,1930
[UNTRANSLATED] janeiro,1930
offering,1930
bank / riverside,1930
theresa,1930
[UNTRANSLATED] ibamos,1929
[UNTRANSLATED] mccoy,1929
[UNTRANSLATED] peli,1929
[UNTRANSLATED] resume,1929
[UNTRANSLATED] señalaba,1929
[UNTRANSLATED] caminamos,1928
[UNTRANSLATED] resta,1928
[UNTRANSLATED] sirvieron,1928
zoey,1928
conceive,1927
seat,1927
produce,1927
alain,1926
[UNTRANSLATED] atlantic,1926
[UNTRANSLATED] invasores,1926
[UNTRANSLATED] olvidará,1926
piter,1926
[UNTRANSLATED] pony,1926
sublime,1926
advice,1925
role,1925
bucket / cube,1924
fascination,1924
round,1923
mutant,1923
providence,1923
satisfactory,1923
knockdown,1922
[UNTRANSLATED] bye,1922
quadrant,1922
tactfully,1922
[UNTRANSLATED] hiciéramos,1922
maine,1922
[UNTRANSLATED] sergei,1922
annex / attachment,1921
bryce,1921
loaded,1921
[UNTRANSLATED] cuidará,1921
[UNTRANSLATED] desconocidas,1921
[UNTRANSLATED] primarias,1921
sled,1921
[UNTRANSLATED] yard,1921
[UNTRANSLATED] asustas,1920
chocolate,1920
clinical,1920
leonor,1920
sarcasm,1920
theoretically,1920
[UNTRANSLATED] volvían,1920
[UNTRANSLATED] contestas,1919
[UNTRANSLATED] firmaron,1919
moon,1919
[UNTRANSLATED] montó,1919
[UNTRANSLATED] petrolera,1919
pole_person / polish,1919
yoghourt,1919
understand,1918
[UNTRANSLATED] estéis,1918
[UNTRANSLATED] france,1918
onset / start,1918
positively,1918
verification,1918
glass,1918
dine,1917
[UNTRANSLATED] uh-huh,1917
vicar / vicarious,1917
[UNTRANSLATED] continuemos,1916
unsure,1916
prieto,1916
discount,1916
[UNTRANSLATED] retirarme,1916
save,1916
hood,1915
[UNTRANSLATED] carnada,1915
[UNTRANSLATED] gigantesca,1915
[UNTRANSLATED] recibirás,1915
[UNTRANSLATED] refiriéndose,1915
abdominal,1914
[UNTRANSLATED] bree,1914
sadly,1914
[UNTRANSLATED] bennet,1913
[UNTRANSLATED] buscabas,1913
committee,1913
consider / deem,1913
[UNTRANSLATED] convencí,1913
jeanne,1913
mercenary,1913
lately,1913
[UNTRANSLATED] agradas,1912
[UNTRANSLATED] dispuestas,1912
[UNTRANSLATED] equivocan,1912
governor,1912
hillary,1912
inform,1912
klein,1912
paradigm,1912
[UNTRANSLATED] pasarás,1912
promoter,1912
[UNTRANSLATED] póngame,1912
[UNTRANSLATED] alcanzo,1911
[UNTRANSLATED] betsy,1911
[UNTRANSLATED] confortable,1911
merciless,1911
delete,1911
[UNTRANSLATED] hip,1911
organic,1911
pauline,1911
prolong,1911
[UNTRANSLATED] querella,1911
rod,1911
torture,1911
olive,1910
[UNTRANSLATED] aseguraba,1910
brooch,1910
humble,1910
mark / score,1910
retention,1910
vast,1910
[UNTRANSLATED] aprieto,1909
[UNTRANSLATED] butch,1909
correct,1909
judge,1909
tyre / pneumatic,1909
present,1909
[UNTRANSLATED] salte,1909
[UNTRANSLATED] acostumbra,1908
appearance,1908
[UNTRANSLATED] escondía,1908
[UNTRANSLATED] gritas,1908
[UNTRANSLATED] levántese,1908
paint,1908
[UNTRANSLATED] thesubfactory,1908
[UNTRANSLATED] acompañaba,1907
accompany,1907
[UNTRANSLATED] funcionara,1907
[UNTRANSLATED] ganadería,1907
[UNTRANSLATED] huyeron,1907
[UNTRANSLATED] patterson,1907
scarlett,1907
deputy director,1907
suburb,1907
launch / launcher / thrower,1906
loan,1906
embellishment / ornament / adornment,1905
antibody,1905
[UNTRANSLATED] cumplo,1905
detonator,1905
[UNTRANSLATED] ganaré,1905
higgins,1905
[UNTRANSLATED] próximamente,1905
[UNTRANSLATED] springs,1905
successive,1905
supply / supplying,1904
anxious,1904
[UNTRANSLATED] camacho,1904
[UNTRANSLATED] cogen,1904
[UNTRANSLATED] destruyeron,1904
formulate,1904
[UNTRANSLATED] gonna,1904
heroic,1904
madeline,1904
think,1904
abandon / quit,1903
ring,1903
attack,1903
[UNTRANSLATED] ayudaremos,1903
tip,1903
[UNTRANSLATED] colada,1902
identify,1902
admire,1901
galileo,1901
[UNTRANSLATED] hawkins,1901
[UNTRANSLATED] llevaran,1901
thatcher,1901
[UNTRANSLATED] latinoamericana,1900
ministry,1900
[UNTRANSLATED] newman,1900
[UNTRANSLATED] paralela,1900
patch,1900
twitter,1900
[UNTRANSLATED] volverías,1900
[UNTRANSLATED] abandoné,1899
reminder,1899
[UNTRANSLATED] vistiendo,1899
loom,1898
asphalt,1898
[UNTRANSLATED] grité,1898
horror,1898
[UNTRANSLATED] malone,1898
[UNTRANSLATED] mesías,1898
handkerchief,1898
cancellation / annulment,1897
lean / support,1897
muslim,1897
sponsorship,1897
[UNTRANSLATED] prójimo,1897
[UNTRANSLATED] basándose,1896
cartridge,1896
[UNTRANSLATED] créanme,1896
takecare,1896
infiltrate,1896
tracker,1896
[UNTRANSLATED] viral,1896
[UNTRANSLATED] daros,1895
call,1895
[UNTRANSLATED] pegarme,1895
edict,1894
[UNTRANSLATED] bufón,1894
[UNTRANSLATED] mantuve,1894
pig,1894
vaccine,1894
community,1893
ada,1892
[UNTRANSLATED] apártense,1892
launch,1892
[UNTRANSLATED] arruina,1892
[UNTRANSLATED] formaban,1892
jury,1892
give,1892
[UNTRANSLATED] arrepentirás,1891
[UNTRANSLATED] comprobó,1891
unusual,1891
katrina,1891
[UNTRANSLATED] llenan,1891
mérida,1891
[UNTRANSLATED] póker,1891
serbia,1891
toast,1891
mare,1891
ancestral,1890
tie / strap,1890
[UNTRANSLATED] atreven,1890
effect,1890
hepatitis,1890
[UNTRANSLATED] jode,1890
[UNTRANSLATED] necesitemos,1890
remonta,1890
tremendously,1890
14th,1890
[UNTRANSLATED] rush,1889
[UNTRANSLATED] averigüe,1888
[UNTRANSLATED] disparas,1888
faction,1888
ire,1888
isidro,1888
bidding,1888
ramiro,1888
youngster,1887
closing / shutdown,1887
district,1887
memorable,1887
penance,1887
[UNTRANSLATED] seguirlo,1887
[UNTRANSLATED] cometen,1886
stimulation,1886
[UNTRANSLATED] obtenga,1886
foresee,1886
seduction,1886
tomé,1886
[UNTRANSLATED] comerme,1885
correct,1885
syrup,1885
[UNTRANSLATED] quemaron,1885
[UNTRANSLATED] robamos,1885
[UNTRANSLATED] acompañarnos,1884
colby,1884
[UNTRANSLATED] bikini,1883
[UNTRANSLATED] comprobación,1883
heir / heiress,1883
free / release,1883
[UNTRANSLATED] plantel,1883
[UNTRANSLATED] proceden,1883
solitary,1883
[UNTRANSLATED] stanton,1883
[UNTRANSLATED] actúe,1882
[UNTRANSLATED] amistosa,1882
interview,1882
rally,1882
palestinian,1882
signpost,1882
[UNTRANSLATED] prodigio,1882
[UNTRANSLATED] r,1882
master,1881
[UNTRANSLATED] observamos,1881
speaker,1880
caitlin,1880
[UNTRANSLATED] comienzas,1880
[UNTRANSLATED] privilegiada,1880
[UNTRANSLATED] relajarme,1880
remorse,1880
[UNTRANSLATED] ábrela,1880
acosta,1879
artery,1879
attribute,1879
converse,1879
detail,1879
institutional,1879
improvement,1879
practise,1879
acting,1879
drown,1878
[UNTRANSLATED] bunny,1878
inherit,1878
iraqi,1878
[UNTRANSLATED] jurídicas,1878
navel,1878
napkin,1878
[UNTRANSLATED] definen,1877
[UNTRANSLATED] prepararte,1877
[UNTRANSLATED] romperé,1877
strauss,1877
troy,1877
thorax,1877
[UNTRANSLATED] connecticut,1876
devoto / worshipper,1876
[UNTRANSLATED] gozo,1876
[UNTRANSLATED] hágame,1876
english,1876
[UNTRANSLATED] kgb,1876
[UNTRANSLATED] mandas,1876
[UNTRANSLATED] mercosur,1876
recreation,1876
extraordinary,1875
jean,1875
claim,1875
[UNTRANSLATED] sobornos,1875
pointed,1874
[UNTRANSLATED] entregará,1874
addison,1873
section,1873
débra,1873
feat,1873
[UNTRANSLATED] mixta,1873
award,1873
[UNTRANSLATED] sentían,1873
surprising,1873
transfer,1873
[UNTRANSLATED] beneficia,1872
anger,1872
extortion,1872
inform,1872
pizza,1872
[UNTRANSLATED] relativas,1872
[UNTRANSLATED] reuniremos,1872
[UNTRANSLATED] construyen,1871
[UNTRANSLATED] cumplan,1871
[UNTRANSLATED] preguntándome,1871
practical,1871
flea,1871
oxide,1871
start,1870
[UNTRANSLATED] imaginarlo,1870
mount,1870
[UNTRANSLATED] asuste,1869
trick,1869
improvise,1869
indirectly,1869
[UNTRANSLATED] klingon,1869
[UNTRANSLATED] limpie,1869
[UNTRANSLATED] manténgase,1869
[UNTRANSLATED] traga,1869
situate,1869
old-fashioned / antiquated,1868
courtship,1868
muck,1868
express,1868
[UNTRANSLATED] llamemos,1868
[UNTRANSLATED] moribundo,1868
ration,1868
repeat,1868
twist,1868
cod,1867
michele,1867
[UNTRANSLATED] more,1867
[UNTRANSLATED] acerquen,1866
exhaustion,1866
[UNTRANSLATED] detenemos,1866
[UNTRANSLATED] resultaría,1866
sanz,1866
solve,1866
take,1866
[UNTRANSLATED] viviera,1866
convulsion,1865
push,1865
[UNTRANSLATED] pronuncia,1865
reason,1865
[UNTRANSLATED] rompes,1865
[UNTRANSLATED] aseguraron,1864
carrier,1864
[UNTRANSLATED] cotización,1864
deficiency,1864
[UNTRANSLATED] explicas,1864
[UNTRANSLATED] restaurant,1864
meaning,1864
dense,1863
dispersion,1863
[UNTRANSLATED] incumbe,1863
[UNTRANSLATED] lyle,1863
elbow,1862
[UNTRANSLATED] despiertas,1862
[UNTRANSLATED] fiera,1862
[UNTRANSLATED] golden,1862
problematic,1862
receptionist,1862
telephone,1862
horn,1861
charm,1861
aesthetic,1861
maura,1861
[UNTRANSLATED] ocuparemos,1861
descent,1860
[UNTRANSLATED] engañas,1860
interview,1860
[UNTRANSLATED] incrementa,1860
aldo,1859
blaine,1859
quarry,1859
[UNTRANSLATED] cubría,1859
[UNTRANSLATED] entendieron,1859
computer,1859
[UNTRANSLATED] mejore,1859
penny,1859
[UNTRANSLATED] señorito,1859
change,1858
differentiate,1858
elite,1858
slight,1858
[UNTRANSLATED] quirúrgica,1858
[UNTRANSLATED] rangers,1858
[UNTRANSLATED] pegué,1857
relaxation,1857
attain,1856
plastic,1856
[UNTRANSLATED] pregunten,1856
restlessness / interest,1855
[UNTRANSLATED] nazca,1855
[UNTRANSLATED] enfado,1854
[UNTRANSLATED] flint,1854
[UNTRANSLATED] míreme,1854
[UNTRANSLATED] utilizaron,1854
gore,1853
impostor,1853
lizard,1853
fashion,1853
[UNTRANSLATED] patronal,1853
[UNTRANSLATED] sinclair,1853
[UNTRANSLATED] aras,1852
cataract,1852
upbringing,1852
[UNTRANSLATED] dog,1852
age,1852
[UNTRANSLATED] figueroa,1852
[UNTRANSLATED] maradona,1852
nonsense / atrocity,1851
[UNTRANSLATED] borra,1851
[UNTRANSLATED] disparate,1851
espinosa,1851
[UNTRANSLATED] fueses,1851
[UNTRANSLATED] ganaría,1851
[UNTRANSLATED] lamentamos,1851
sawyer,1851
bush / shrub,1850
management,1850
plant / seed,1850
sex,1850
[UNTRANSLATED] abandonaste,1849
attend,1849
critic / critical,1849
cynical,1849
[UNTRANSLATED] pararlo,1849
[UNTRANSLATED] acaben,1848
loom,1848
pull,1848
[UNTRANSLATED] haria,1848
tie,1848
