rank,lemma,original_lemma,old_translation,new_translation,translation_changed,review_reason,participle_relation,participle_form,participle_family,participle_gender,participle_number,participle_confidence,participle_reason
8761,construida,construido,constructed (feminine singular),constructed (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
8816,maridos,marido,husband (masculine plural),husband (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
8839,bandidos,bandido,outlaw; bandit (masculine plural),outlaw; bandit (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
8886,decidida,decidido,decided (feminine singular),decided (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
8906,recogida,recogida,pickup,pickup (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
8919,protegida,protegido,protected (feminine singular),protected (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
8995,descuida,descuida,don't worry,don't worry (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
9024,respondido,responder,answered,answered (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
9098,ofendido,ofendido,offended,offended (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
9171,prohibida,prohibido,forbidden; prohibited (feminine singular),forbidden; prohibited (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
9215,comprometidos,comprometido,committed (masculine plural),committed (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
9241,convencida,convencido,convinced (feminine singular),convinced (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
9273,dividido,dividir,divided,divided (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
9289,huida,huida,flight,flight (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
9297,corrida,corrida,run; dash; sprint,run; dash; sprint (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
9307,nacidos,nacido,born; alive (masculine plural),born; alive (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
9389,parecidos,parecido,similar (masculine plural),similar (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
9391,corrido,corrido,world-wise; well-travelled,world-wise; well-travelled (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
9408,perseguido,perseguido,obsessed,obsessed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
9570,cálida,cálido,warm (feminine singular),warm (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
9596,discutido,discutir,discussed,discussed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
9637,bandido,bandido,outlaw; bandit,outlaw; bandit (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
9703,pálida,pálida,depression; a depressing subject,depression; a depressing subject (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
9721,fluido,fluido,fluid,fluid (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
9770,seguidas,seguido,often (feminine plural),often (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
9798,producida,producido,produced (feminine singular),produced (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
9806,válido,válido,valid,valid (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
9858,salvavidas,salvavidas,emergency; life saving,emergency; life saving (past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
9900,movida,movida,party,party (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
9915,constituido,constituir,constituted,constituted (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
9925,batido,batido,shot; chatoyant; variegated,shot; chatoyant; variegated (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
9952,ácidos,ácido,tart; sharp (masculine plural),tart; sharp (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
9958,extendido,extendido,extended,extended (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
9997,reducida,reducido,reduced (feminine singular),reduced (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
9999,añadido,añadido,adding; addition,adding; addition (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
10019,podrido,podrido,rotten; addled; spoiled,rotten; addled; spoiled (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
10044,líquidos,líquido,liquid (masculine plural),liquid (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
10052,referido,referir,reported,reported (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
10065,sometidos,sometido,submissive (masculine plural),submissive (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
10186,pedidos,pedido,order (masculine plural),order (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
10201,paracaídas,paracaídas,parachute,parachute (past participle feminine plural),yes,translation_changed,past_participle_detected,ídas,accented_idas,feminine,plural,high,regular_ido_participle_match
10223,hundido,hundir,sinked,sinked (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
10262,establecidos,establecido,established (masculine plural),established (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
10282,concluido,concluir,concluded,concluded (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
10335,vencida,vencida,win; victory,win; victory (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
10384,partidas,partido,broken (feminine plural),broken (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
10416,distraído,distraído,distracted; absent-minded,distracted; absent-minded (past participle masculine singular),yes,translation_changed,past_participle_detected,ído,accented_ido,masculine,singular,high,regular_ido_participle_match
10444,escondidos,escondido,hidden (masculine plural),hidden (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
10453,establecida,establecido,established (feminine singular),established (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
10475,sostenido,sostenido,supported,supported (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
10539,guarida,guarida,den; lair; cave,den; lair; cave (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
10603,agradecidos,agradecido,obliged; grateful; thankful; appreciative (masculine plural),obliged; grateful; thankful; appreciative (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
10646,nacida,nacido,born; alive (feminine singular),born; alive (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
10648,convencidos,convencido,convinced (masculine plural),convinced (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
10693,distinguido,distinguido,refined; elegant; distinguished,refined; elegant; distinguished (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
10707,espléndida,espléndido,superb; splendid; magnificent; splendiferous (feminine singular),superb; splendid; magnificent; splendiferous (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
10734,debida,debido,owed (feminine singular),owed (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
10741,válida,válido,valid (feminine singular),valid (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
10743,dirigidos,dirigido,directed (masculine plural),directed (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
10770,deprimida,deprimido,depressed (feminine singular),depressed (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
10804,caídos,caído,fallen (masculine plural),fallen (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,ídos,accented_idos,masculine,plural,high,regular_ido_participle_match
10806,cuido,cuido,care; looking after,care; looking after (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
10810,rápidas,rápido,fast; rapid; quick (feminine plural),fast; rapid; quick (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
10926,transcurrido,transcurrir,passed by,passed by (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
10991,divertidas,divertido,funny; amusing; entertaining (feminine plural),funny; amusing; entertaining (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
11028,defendido,defendido,defendant,defendant (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
11076,desaparecidas,desaparecido,missing; disappeared (feminine plural),missing; disappeared (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
11185,emitido,emitir,issued,issued (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
11200,admitido,admitir,accepted,accepted (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
11205,destruidos,destruido,destroyed (masculine plural),destroyed (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
11214,detenida,detenido,arrested (feminine singular),arrested (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
11384,sólidos,sólido,solid (masculine plural),solid (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
11388,protegidos,protegido,protected (masculine plural),protected (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
11420,divertidos,divertido,funny; amusing; entertaining (masculine plural),funny; amusing; entertaining (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
11439,aburridos,aburrido,bored; fed up (masculine plural),bored; fed up (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
11533,latido,latido,beat; pulsation,beat; pulsation (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
11544,dormidos,dormido,asleep; sleeping (masculine plural),asleep; sleeping (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
11561,cometidos,cometido,mission (masculine plural),mission (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
11594,reconocida,reconocido,recognized; acknowledged (feminine singular),recognized; acknowledged (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
11600,cocido,cocido,cooked; boiled,cooked; boiled (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
11604,interrumpido,interrumpir,interrupted,interrupted (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
11626,mordido,mordido,bitten,bitten (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
11651,descuido,descuido,mistake; slip-up; oversight,mistake; slip-up; oversight (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
11662,contribuido,contribuir,contributed,contributed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
11670,entretenido,entretenido,amusing; entertaining,amusing; entertaining (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
11696,definida,definido,definite (feminine singular),definite (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
11714,establecidas,establecido,established (feminine plural),established (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
11785,cumplida,cumplido,polite (feminine singular),polite (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
11852,dirigidas,dirigido,directed (feminine plural),directed (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
11856,latidos,latido,beat; pulsation (masculine plural),beat; pulsation (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
11889,arrepentido,arrepentido,sorry; contrite; repentant; regretful,sorry; contrite; repentant; regretful (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
11909,zumbido,zumbido,hum; buzz; ringing,hum; buzz; ringing (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
11937,rendido,rendido,gallant; obsequious,gallant; obsequious (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
11941,fluidos,fluido,fluid (masculine plural),fluid (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
11961,introducido,introducir,inserted,inserted (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
12008,transferido,transferir,transfered,transfered (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
12059,estallido,estallido,explosion,explosion (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
12068,vencidos,vencido,beaten; defeated (masculine plural),beaten; defeated (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
12093,metidos,metido,nosy (masculine plural),nosy (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
12133,asumido,asumir,assumed,assumed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
12135,preferida,preferido,preferred; of choice (feminine singular),preferred; of choice (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
12140,encendidas,encendido,on; activated (feminine plural),on; activated (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
12159,permanecido,permanecer,stayed,stayed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
12224,sustituido,sustituir,replaced,replaced (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
12243,compartida,compartido,shared (feminine singular),shared (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
12387,impedido,impedido,crippled,crippled (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
12434,parecidas,parecido,similar (feminine plural),similar (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
12449,asistido,asistido,mechanically assisted,mechanically assisted (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
12490,rígido,rígido,rigid; stiff,rigid; stiff (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
12494,caídas,caído,fallen (feminine plural),fallen (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,ídas,accented_idas,feminine,plural,high,regular_ido_participle_match
12505,disminuido,disminuido,diminished,diminished (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
12594,podrida,podrido,rotten; addled; spoiled (feminine singular),rotten; addled; spoiled (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
12595,poseído,poseído,possessed,possessed (past participle masculine singular),yes,translation_changed,past_participle_detected,ído,accented_ido,masculine,singular,high,regular_ido_participle_match
12596,suicidas,suicida,suicidal (plural),suicidal (plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
12640,cumplidos,cumplido,polite (masculine plural),polite (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
12656,sometida,sometido,submissive (feminine singular),submissive (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
12663,incluidas,incluido,included; supplied (feminine plural),included; supplied (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
12740,repetidas,repetido,repeated (feminine plural),repeated (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
12822,concebido,concebir,conceived,conceived (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
12824,producidos,producido,produced (masculine plural),produced (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
12827,pitido,pitido,beep; whistle,beep; whistle (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
12837,abatido,abatido,abject; discouraged,abject; discouraged (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
12843,desconocidas,desconocido,unknown; undisclosed; unbeknownst (feminine plural),unknown; undisclosed; unbeknownst (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
12906,corregido,corregido,corrected,corrected (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
13067,óxido,óxido,oxide,oxide (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
13082,repetido,repetido,repeated,repeated (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
13083,retorcido,retorcido,twisted,twisted (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
13154,atendido,atender,paid attention to,paid attention to (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
13340,suspendida,suspendido,suspended (feminine singular),suspended (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
13389,traducidos,traducido,translated (masculine plural),translated (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
13399,sugerido,sugerir,suggested,suggested (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
13527,mordida,mordida,bite,bite (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
13530,apellidos,apellido,surname; last name (masculine plural),surname; last name (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
13532,dolido,dolido,hurt,hurt (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
13625,torcido,torcido,askew; twisted,askew; twisted (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
13689,requerido,requerido,needed; required,needed; required (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
13691,intervenido,intervenir,intervened,intervened (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
13708,convertida,convertido,converted (feminine singular),converted (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
13769,reconocidos,reconocido,recognized; acknowledged (masculine plural),recognized; acknowledged (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
13775,sorprendidos,sorprendido,surprised (masculine plural),surprised (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
13793,fundido,fundido,beat; knackered,beat; knackered (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
13823,consumido,consumido,consumed,consumed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
14005,retenido,retener,retained,retained (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
14179,ascendido,ascender,ascended,ascended (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
14203,gruñidos,gruñido,oink (masculine plural),oink (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
14243,restringida,restringido,restricted (feminine singular),restricted (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
14253,vendidos,vendido,sellout (masculine plural),sellout (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
14266,producidas,producido,produced (feminine plural),produced (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
14281,extendida,extendido,extended (feminine singular),extended (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
14307,gemidos,gemido,moan; groan (masculine plural),moan; groan (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
14324,invadido,invadir,invaded,invaded (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
14356,corridas,corrido,world-wise; well-travelled (feminine plural),world-wise; well-travelled (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
14364,colorido,colorido,colored; coloured,colored; coloured (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
14382,aburridas,aburrido,bored; fed up (feminine plural),bored; fed up (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
14498,complacido,complacido,happy; content; satisfied,happy; content; satisfied (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
14661,despedidos,despedido,dismissed; laid off (masculine plural),dismissed; laid off (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
14698,híbrido,híbrido,hybrid,hybrid (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
14728,protegidas,protegido,protected (feminine plural),protected (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
14767,enloquecido,enloquecido,crazy; crazed,crazy; crazed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
14781,presidido,presidir,presided,presided (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
14805,conmovido,conmover,affected,affected (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
14817,líquida,líquido,liquid (feminine singular),liquid (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
14823,acudido,acudir,gone,gone (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
14848,restringido,restringido,restricted,restricted (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
14915,valido,valido,valued; favored; believed,valued; favored; believed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
14948,dióxido,dióxido,dioxide,dioxide (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
