word_count,lemma,sentence,english_sentence
10,tenga,No me importa quién los tenga siempre que pueda conseguirlos.,I don't care who has them as long as I can get them.
10,necesitas,Bueno si necesitas algo más mi puerta siempre está abierta.,"Well, if you need anything else, my door is always open."
10,diferente,El mundo es un lugar muy diferente lejos de aquí.,The world is a very different place away from here.
10,salvo,Ella no quiere nada salvo lo mejor para sí misma.,She doesn't want anything but the best for herself.
10,hicieron,No sabes lo que le hicieron en ese hospital tim.,You don't know what they did to him at that tim hospital.
10,encuentro,Una encuentro en tu casa dinero a cambio de trabajo.,A meeting at your house money in exchange for work.
9,es,La enfermera me ha dicho que es un niño.,The nurse told me he's a kid.
9,las,El horario será de las horas a las horas.,The hours will be from hours to hours.
9,vamos,Vamos nos antes que ronnie nos atrape acá abajo.,Let's go before ronnie catches us down here.
9,solo,Solo haz que se enamore de ti otra vez.,Just make him fall in love with you again.
9,ahí,En realidad no no vamos a empezar por ahí.,We're not really gonna start there.
9,cada,Así que buenas noches a todos y cada uno.,So good night to everyone.
9,mañana,Esta mañana fue a la casa de la profesora.,This morning she went to the teacher's house.
9,tanto,No entiendo por qué a ella le gustan tanto.,I don't understand why she likes them so much.
9,seguro,Estás seguro que es lo que ella dijo realmente.,You're sure that's what she really said.
9,podemos,Parece que podemos estar ante un asesino en serie.,Looks like we can be in front of a serial killer.
9,estas,Es difícil hablar de estas cosas en la iglesia.,It's hard to talk about these things in church.
9,pasado,Qué ha pasado con el otro que te di.,What happened to the other one I gave you.
9,necesito,Me necesitas más de lo que yo te necesito.,You need me more than I need you.
9,conmigo,No quiere hablar conmigo y no sé por qué.,He doesn't want to talk to me and I don't know why.
9,otros,Por qué te interesa si veo a otros hombres.,Why do you care if I see other men?
9,año,Su mujer murió en un accidente el año pasado.,His wife died in an accident last year.
9,personas,Después de lo que les hice a esas personas.,After what I did to those people.
9,historia,Es una historia sobre el bien y el mal.,It's a story about good and evil.
9,muchas,Señoras hay muchas cosas que me voy por ahí.,"Ladies, there's a lot of things I'm going around."
9,somos,Los hombres con una misión siempre somos algo fanáticos.,Men on a mission are always fanatics.
8,que,Tenemos que esperar y ver si se despierta.,We have to wait and see if he wakes up.
8,hay,Qué hay de la persona que lo mató.,What about the person who killed him.
8,tengo,Bueno qué se supone que tengo que hacer.,"Well, what am I supposed to do?"
8,hace,Gente a la que me hace feliz conocer.,People I'm happy to meet.
8,ni,Ni siquiera sabe lo que quiero que haga.,He doesn't even know what I want him to do.
8,señor,Soy más fuerte que el señor de florencia.,I'm stronger than the lord of florence.
8,ver,Tienes que venir conmigo a ver la grabación.,You have to come with me to watch the recording.
8,dijo,Le dijo a tu madre que estabas muerto.,He told your mother you were dead.
8,parece,Me parece que la policía está de camino.,I think the police are on their way.
8,gente,Sabes cómo hacer sentir bien a la gente.,You know how to make people feel good.
8,parte,Qué haces en esta parte de la casa.,What are you doing in this part of the house.
8,gran,Yo soy un gran admirador de los trenes.,I'm a big fan of trains.
8,allí,Hasta yo sé que tienes que ir allí.,Even I know you have to go there.
8,haciendo,Ha estado haciendo eso por casi ocho horas.,He's been doing that for almost eight hours.
8,debe,Debe haber algo al fondo de todo esto.,There must be something at the bottom of all this.
8,haber,Qué clase de idiota debe de haber sido.,What kind of idiot he must have been.
8,unos,Hace unos años llamé a este modelo económico.,A few years ago I called this economic model.
8,alguna,Tiene que haber alguna forma hablarás con él.,There has to be some way you'll talk to him.
8,primera,Acabo de los resultados de la primera encuesta.,I just finished the results of the first survey.
8,dicho,Ya te lo he dicho si es necesario.,I've already told you if you have to.
7,la,No soy la directora de la oficina.,I'm not the head of the office.
7,a,Hasta llegar a la puerta del foro.,Until you reach the forum door.
7,el,No sería el tipo de marido ideal.,I wouldn't be the ideal kind of husband.
7,los,Qué hay sobre los archivos ultra secretos.,What about the ultra-secret files.
7,para,No estoy trabajando para una organización benéfica.,I'm not working for a charity.
7,pero,No pero no puedo correr el riesgo.,"No, but I can't take the risk."
7,como,Lo dices como si hubiera tenido opción.,You say it like I had a choice.
7,le,Le he dicho que no se despertará.,I told him he won't wake up.
7,cuando,Sabes cuando yo estaba pensando en adoptar.,You know when I was thinking about adopting.
7,nos,Siempre nos va mal con los invitados.,It's always bad for us with the guests.
7,era,Mi pa no era un hombre endeble.,My pa wasn't a weak man.
7,tú,Por lo que he oído tú también.,"From what I've heard, too."
7,he,Quizá porque me he acostado con ella.,Maybe because I slept with her.
7,gracias,Gracias a dios que no estás allí.,Thank God you're not there.
7,dos,Hace dos días que ese no funciona.,That hasn't worked in two days.
7,sin,No se quedará sin pagar por esto.,He won't be left without paying for this.
7,sobre,Podría ser cualquiera que supiera sobre ella.,It could be anyone who knew about her.
7,ese,Él es el hijo de ese bastardo.,He's that bastard's son.
7,sabes,No tu sabes que eso es imposible.,You don't know that's impossible.
7,eres,Eso solo prueba que eres mas rápido.,That just proves you're faster.
6,no,Mi madre no me cuenta nada.,My mother doesn't tell me anything.
6,en,Así que te convertiré en oruga.,So I'll turn you into a caterpillar.
6,un,No tienes un problema de ratones.,You don't have a mouse problem.
6,lo,Sé lo que estoy haciendo papá.,"I know what I'm doing, Dad."
6,por,Por qué quiere saber el nombre.,Why do you want to know the name?
6,una,Bueno no es una mala teoría.,"Well, it's not a bad theory."
6,se,No dejaré que esto se arruine.,I won't let this go down.
6,con,Te dije que estaba con ella.,I told you I was with her.
6,qué,Qué pasa qué pasa con ella.,What's wrong with her?
6,me,Ni siquiera me gustan los niños.,I don't even like kids.
6,del,Salió del culo de mi amigo.,It came out of my friend's ass.
6,si,Ah entonces si será un placer.,Ah then if it will be a pleasure.
6,mi,No puedes contárselo a mi madre.,You can't tell my mother.
6,al,Elecciones al parlamento europeo de luxemburgo.,Elections to the Luxembourg European Parliament.
6,más,Soy un dios más o menos.,I'm kind of a god.
6,eso,Escucha eso es lo que es.,"Listen, that's what it is."
6,esto,Estamos en la oscuridad en esto.,We're in the dark on this.
6,muy,Es muy agradable de tu parte.,That's very nice of you.
6,este,A través de este denso velo.,Through this dense veil.
6,estoy,Puedo creer que estoy mirando esto.,I can believe I'm looking at this.
5,de,De qué se trata Fermin.,What's Fermin about?
5,y,Una voz y un acordeón.,A voice and an accordion.
5,te,Todo lo que te rodea.,Everything around you.
5,su,No estaba besando su trasero.,I wasn't kissing his ass.
5,sí,Por el infierno que sí.,For hell's sake.
5,bien,Muy bien tengo una idea.,"All right, I got an idea."
5,yo,Yo no soy tu amiga.,I'm not your friend.
5,aquí,No podemos hacer más aquí.,We can't do more here.
5,tu,Bueno tu madre es decir.,"Well, your mother means."
5,todo,Todo se trata de dinero.,It's all about money.
5,ya,Ya se nos ha ido.,We're already gone.
5,o,No necesitan una o sí.,They don't need one or yes.
5,esta,Nadie lo tiene esta noche.,No one has it tonight.
5,ahora,Ahora mismo yo lo estoy.,Right now I am.
5,así,Así se ve nuestro objetivo.,That's what our target looks like.
5,algo,No puede hacer algo así.,He can't do something like that.
5,él,Él cree que lo es.,He thinks he is.
5,bueno,Bueno uno más uno más.,Well one plus one more.
5,sus,Son fotos de sus hijos.,They're pictures of his children.
5,fue,Por eso molly se fue.,That's why Molly left.
4,sólo,Sólo tenemos al año.,We only have a year.
4,después,En el año después.,In the year after.
4,hemos,Hoy hemos salido tarde.,We're late today.
4,sería,Sería mejor hablarlo mañana.,It'd be better to talk about it tomorrow.
4,eran,De pequeños eran inseparables.,As children they were inseparable.
4,calle,Están en la calle.,They're on the street.
4,estuvo,La comida estuvo buenísima.,The food was really good.
4,tuve,Tuve que irme antes.,I had to leave early.
4,estará,Mañana estará todo listo.,It'll all be ready tomorrow.
4,podrías,¿Podrías cerrar la ventana?,Could you close the window?
4,aire,La hija del aire.,The daughter of the air.
4,hacemos,Luego hacemos la compra.,Then we make the purchase.
4,hacía,Antes hacía mucho deporte.,I used to do a lot of sport.
4,haría,Yo no haría eso.,I wouldn't do that.
4,aquel,Murieron en aquel campo.,They died in that camp.
4,sexo,No hubo ninguna pelea.,There was no fight.
4,hubo,Al final hubo suerte.,There was luck in the end.
4,seas,"No seas pesado, anda.","Don't be heavy, come on."
4,ministro,Ministro de asuntos exteriores.,Minister for Foreign Affairs.
4,quiera,Que venga quien quiera.,Whoever wants to come.
3,sea,Ojalá sea verdad.,I hope it's true.
3,total,Total p m.,Total p m.
3,cuadro,Véase el cuadro.,See table.
3,estructura,Estructura política general.,General political structure.
3,felicidades,Muy bien felicidades.,"All right, congratulations."
3,ponía,Siempre ponía excusas.,He always made excuses.
3,barro,En el barro.,In the mud.
3,jurídico,B análisis jurídico.,B legal analysis.
3,procede,No procede columna.,Column not applicable.
3,asustas,Ahora me asustas.,Now you scare me.
3,puja,Es la puja.,It's the bid.
3,aminoácidos,De los aminoácidos.,Of the amino acids.
3,desplazado,Artículo apartado desplazado.,Paragraph moved.
3,fisiología,Fisiología del trabajo.,Work physiology.
3,collado,Gilberto villablanca collado.,Gilberto villablanca colado.
3,pedagógico,El modelo pedagógico.,The pedagogical model.
3,disputó,No se disputó.,He didn't argue.
3,concedía,Nunca concedía entrevistas.,He never gave interviews.
3,callejas,Rafael leonardo callejas.,Rafael leonardo alleys.
