count,spanish,pos,flags,usage,source_column,lemma_original,lemma_normalized,lemma_lemmatized,lemma_lookup_used,lemma_translated,translated_flag,translation_source
18141,muro,n,,11968:muro|6173:muros,spanish,muro,muro,muro,muro,wall,TRUE,dict
18134,perspectiva,n,,13721:perspectiva|4413:perspectivas,spanish,perspectiva,perspectiva,perspectiva,perspectiva,perspective / prospect,TRUE,dict
18121,edición,n,,15005:edición|3116:ediciones,spanish,edición,edición,edición,edición,edition,TRUE,dict
18120,sindicato,n,,9902:sindicato|8218:sindicatos,spanish,sindicato,sindicato,sindicato,sindicato,union,TRUE,dict
18118,sacerdote,n,,12336:sacerdote|4835:sacerdotes|775:sacerdotisa|172:sacerdotisas,spanish,sacerdote,sacerdote,sacerdote,sacerdote,priest,TRUE,dict
18094,órgano,n,,10543:órganos|7551:órgano,spanish,órgano,órgano,órgano,órgano,organ,TRUE,dict
18072,resistencia,n,,17141:resistencia|931:resistencias,spanish,resistencia,resistencia,resistencia,resistencia,resistance,TRUE,dict
18069,dibujo,n,,9511:dibujo|8558:dibujos,spanish,dibujo,dibujo,dibujo,dibujo,drawing,TRUE,dict
18062,cubierta,n,,14202:cubierta|3860:cubiertas,spanish,cubierta,cubierta,cubierta,cubierta,cover / deck,TRUE,dict
18055,incorporar,v,,2943:incorporar|2287:incorpora|2023:incorporado|1634:incorporarse|1587:incorporó|966:incorporan|752:incorporando|674:incorporados|584:incorporada|441:incorporaron|421:incorpore|368:incorporadas|286:incorporará|261:incorporándose|251:incorporen|246:incorporamos|239:incorporé|206:incorporarme|201:incorporaba|194:incorporarán|146:incorporarlo|109:incorpórate|95:incorporaban|93:incorporarlos|88:incorporara|78:incorporarla|76:incorporo|69:incorporarte|66:incorporarlas|65:incorporaría|61:incorporarle|50:incorporarnos|50:incorporase|39:incorporas|39:incorpórese|32:incorporaran|32:incorporarían|30:incorporaste|24:incorporándome|23:incorporaré|22:incorporándolos|19:incorporaremos|17:incorporasen|16:incorporemos|16:incorporándolo|15:incorporándole|13:incorpores|12:incorporarles|12:incorporándola|9:incorporate|9:incorpóralas|7:incorporarás|7:incorpórelas|6:incorporándoles|6:incorpórelo|6:incorpórense|5:incorporábamos|5:incorpóralo|4:incorporales|4:incorporaros|4:incorporándolas|4:incorporáramos|4:incorporéis|4:incorpórala,spanish,incorporar,incorporar,incorporar,incorporar,incorporate,TRUE,dict
18054,Laura,prop,,18054:laura,spanish,Laura,laura,laura,laura,laura,TRUE,dict
18032,William,prop,,18032:william,spanish,William,william,william,william,william,TRUE,dict
18029,confundir,v,,2718:confunde|2666:confundir|1375:confunden|1230:confundió|1035:confundiendo|958:confundirse|793:confundí|721:confundas|677:confundes|659:confunda|544:confundo|500:confundieron|466:confundirme|422:confundía|327:confundan|275:confundiste|268:confundían|234:confundirte|225:confundirnos|221:confundirlo|187:confundimos|151:confundirlos|145:confundiría|136:confundirá|131:confundirla|122:confundamos|97:confundiera|85:confundiéndose|56:confundirlas|55:confundiéndome|54:confundirán|53:confundirle|51:confundieran|46:confundís|33:confundáis|32:confundiéndolo|31:confundirían|29:confundiéndola|28:confundirás|23:confundiré|19:confundiéndolos|15:confundiremos|14:confundiéndonos|14:confundiéndote|13:confundirles|12:confundiese|12:confundiéndole|11:confundieras|8:confundiros|8:confundirías|8:confúndelos|7:confundías|5:confundíamos|4:confundiesen|4:confundiríamos|4:confundisteis|4:confundiéndolas|4:confundiéramos|4:confundírsele,spanish,confundir,confundir,confundir,confundir,confuse,TRUE,dict
18012,alcance,n,,17090:alcance|922:alcances,spanish,alcance,alcance,alcance,alcance,range / scope,TRUE,dict
17997,nieto,n,,8812:nieto|4709:nietos|4179:nieta|297:nietas,spanish,nieto,nieto,nieto,nieto,grandson / grandchild / granddaughter,TRUE,dict
17990,convencido,adj,,12109:convencido|3136:convencida|2559:convencidos|186:convencidas,spanish,convencido,convencido,convencido,convencer,convince,TRUE,heuristic_dict
17984,nuclear,adj,,12168:nuclear|5816:nucleares,spanish,nuclear,nuclear,nuclear,nuclear,nuclear,TRUE,dict
17958,funeral,n,,16118:funeral|1840:funerales,spanish,funeral,funeral,funeral,funeral,funeral,TRUE,dict
17919,ocupada,adj,,15723:ocupada|2196:ocupadas,spanish,ocupada,ocupada,ocupada,ocupar,occupy,TRUE,heuristic_dict
17905,whisky,n,,15248:whisky|1586:whiskey|393:güisqui|369:whiskys|219:whiskies|45:whiskeys|31:güisquis|14:wiski,spanish,whisky,whisky,whisky,whisky,whisky,TRUE,dict
17901,sorprendido,adj,,11201:sorprendido|4784:sorprendida|1717:sorprendidos|199:sorprendidas,spanish,sorprendido,sorprendido,sorprendido,sorprender,surprise,TRUE,heuristic_dict
17898,bandera,n,,13551:bandera|4347:banderas,spanish,bandera,bandera,bandera,bandera,flag,TRUE,dict
17896,judío,adj,,10674:judío|4531:judía|2691:judías,spanish,judío,judío,judío,judío,jewish,TRUE,dict
17894,mami,n,,17756:mami|138:mamis,spanish,mami,mami,mami,mami,mami,TRUE,dict
17888,kate,none,NOUSAGE,17888:kate,spanish,kate,kate,kate,kate,kate,TRUE,dict
17887,diversión,n,,16637:diversión|1250:diversiones,spanish,diversión,diversión,diversión,diversión,entertainment,TRUE,dict
17872,convenir,v,,11465:conviene|1099:convenía|1041:convendría|1026:convenga|793:convenido|351:convenir|296:convienen|275:convino|242:convendrá|239:convenida|105:convinieron|101:convinimos|91:convengo|91:conviniera|89:convenimos|85:convenidos|78:convengan|69:convengamos|69:convenidas|62:convenían|31:convine|20:conviniese|19:conviniendo|17:convenirle|17:convienes|14:convenirse|13:convendrás|13:convendrían|11:convendremos|10:convendrán|8:convenirte|7:conviniere|6:convinieran|5:convendréis|5:convenirlo|5:convenirnos|4:convendrías,spanish,convenir,convenir,convenir,convenir,suit,TRUE,dict
17826,molesto,adj,,15871:molesto|1955:molestos,spanish,molesto,molesto,molesto,molesto,annoying / pestering,TRUE,dict
17816,patio,n,,16599:patio|1217:patios,spanish,patio,patio,patio,patio,playground / yard,TRUE,dict
17776,investigador,n,,8997:investigadores|6752:investigador|1832:investigadora|195:investigadoras,spanish,investigador,investigador,investigador,investigador,researcher,TRUE,dict
17729,ejercer,v,,5445:ejercer|3024:ejerce|1390:ejercen|1235:ejerciendo|1092:ejercido|864:ejerció|780:ejercía|739:ejercida|358:ejerza|356:ejercerá|330:ejercían|274:ejercieron|236:ejerzo|207:ejerzan|162:ejercidas|121:ejercerse|116:ejercerla|108:ejercerlo|107:ejercerán|90:ejercemos|89:ejercería|83:ejerciera|71:ejercí|61:ejerces|61:ejercidos|58:ejerceré|45:ejercieran|22:ejercerían|22:ejerzas|17:ejerciese|16:ejercerlas|15:ejercerlos|14:ejerzamos|13:ejerciste|13:ejerciéndose|12:ejercerás|11:ejerceremos|11:ejercimos|10:ejercéis|9:ejerciesen|9:ejerciéndola|8:ejerciéndolo|7:ejercías|5:ejercieras|5:ejercíamos|4:ejercerías|4:ejerciéndolas,spanish,ejercer,ejercer,ejercer,ejercer,exert / wield,TRUE,dict
17728,dedicado,adj,,8995:dedicado|4562:dedicada|2599:dedicados|1572:dedicadas,spanish,dedicado,dedicado,dedicado,dedicar,devote / spend,TRUE,heuristic_dict
17724,expulsar,v,,5201:expulsado|2999:expulsar|1973:expulsados|1045:expulsaron|870:expulsó|645:expulsa|421:expulsan|400:expulsen|318:expulsarlo|306:expulsando|277:expulsarán|275:expulsarme|256:expulse|220:expulsamos|215:expulso|213:expulsarte|201:expulsarlos|193:expulsaran|162:expulsarla|146:expulsará|102:expulsaba|102:expulsaremos|99:expulsara|98:expulsarle|93:expulsé|80:expulsaré|64:expulsemos|63:expulsarnos|62:expulsarían|59:expulsaste|57:expulsaría|49:expulsaban|49:expulsas|30:expúlsalo|25:expulses|24:expulsarlas|18:expulsándolo|17:expulsarás|16:expulsad|16:expulsáramos|16:expúlselo|16:expúlsenme|15:expulsaríamos|15:expulsasen|15:expúlsenlo|13:expulsarles|13:expulsase|11:expulsaros|11:expulsándome|10:expulsarse|9:expulsándolos|9:expúlseme|9:expúlsenla|8:expulsaras|8:expulsábamos|7:expulsare|7:expulsasteis|7:expulsándole|7:expulséis|7:expúlsalos|6:expulsarías|6:expulsándonos|6:expulsándote|6:expúlsame|6:expúlsela|5:expulsadlo|5:expulsándola|4:expulsándose|4:expúlsala|4:expúlsenlos,spanish,expulsar,expulsar,expulsar,expulsar,expel / eject,TRUE,dict
17720,entrenar,v,,5031:entrenar|2900:entrenando|1152:entrena|932:entrenó|703:entreno|650:entrené|602:entrenan|486:entrenamos|469:entrenaron|418:entrenarse|405:entrenaba|354:entrenas|300:entrenarte|297:entrene|295:entrenarme|253:entrenaste|230:entrenaré|206:entrenarlo|195:entrenarlos|161:entrenará|136:entrenándose|122:entrenaban|116:entrenaremos|115:entrenes|95:entrenarnos|94:entrenarla|89:entrenen|86:entrenara|80:entrenarán|80:entrenándome|58:entrenábamos|50:entrenaría|50:entrenemos|49:entrenarás|45:entrenándote|38:entrenarle|33:entrenabas|30:entrenaras|27:entrenarlas|26:entrenaran|26:entrénalo|20:entréname|18:entrenándolos|18:entrénate|16:entrenarles|15:entrenarían|14:entrenándolo|12:entrenarías|12:entrenase|12:entrenándola|11:entrenare|11:entrenaros|9:entrenándonos|9:entrenáramos|8:entrenad|8:entrénese|7:entrenáis|7:entrénala|6:entrenasteis|6:entrénalos|5:entrenás|4:entrenaríamos|4:entrenases|4:entrenándoles,spanish,entrenar,entrenar,entrenar,entrenar,train / coach,TRUE,dict
17707,selección,n,,16593:selección|1114:selecciones,spanish,selección,selección,selección,selección,selection,TRUE,dict
17701,deprisa,adv,,17701:deprisa,spanish,deprisa,deprisa,deprisa,deprisa,quickly,TRUE,dict
17678,recientemente,adv,,17678:recientemente,spanish,recientemente,recientemente,recientemente,recientemente,recently,TRUE,dict
17663,apestar,v,,10560:apesta|2052:apestas|1669:apestan|690:apestaba|653:apesto|564:apestar|335:apestando|205:apeste|176:apestó|143:apestamos|122:apestaban|97:apestará|91:apestaría|42:apestara|39:apestabas|38:apestes|38:apestáis|32:apesten|17:apestaron|14:apestarán|14:apestarás|13:apesté|10:apestaste|9:apestaré|8:apestábamos|6:apestaran|6:apestarías|5:apestaras|5:apestaremos|5:apestarlo|5:apestase,spanish,apestar,apestar,apestar,apestar,stink,TRUE,dict
17662,milla,n,,14072:millas|3590:milla,spanish,milla,milla,milla,milla,mile,TRUE,dict
17658,nuevamente,adv,,17658:nuevamente,spanish,nuevamente,nuevamente,nuevamente,nuevamente,again,TRUE,dict
17629,nadar,v,,10808:nadar|2859:nadando|579:nadan|368:nadas|349:nadaba|302:nadó|287:nadamos|269:nade|220:nadé|205:nadado|172:naden|128:nadaban|118:nadaré|98:nadaremos|85:nadaste|81:nademos|74:nadaron|68:nades|66:nadará|65:nadara|56:nadábamos|47:nadarán|45:nadaría|44:nadarás|41:nadabas|31:nadad|21:nadada|21:nadaras|19:nadaran|18:nadales|15:nadá|10:nadaréis|9:nadase|8:nadare|8:nadarían|8:nadarías|8:nadáramos|7:nadarlo|7:nadáis|5:nadaríamos,spanish,nadar,nadar,nadar,nadar,swim,TRUE,dict
17624,charla,n,,14885:charla|2739:charlas,spanish,charla,charla,charla,charla,talk,TRUE,dict
17624,cierre,n,,15737:cierre|1887:cierres,spanish,cierre,cierre,cierre,cierre,closing / shutdown,TRUE,dict
17600,concurso,n,,15361:concurso|2239:concursos,spanish,concurso,concurso,concurso,concurso,contest / quiz,TRUE,dict
17591,ayuntamiento,n,,15392:ayuntamiento|2199:ayuntamientos,spanish,ayuntamiento,ayuntamiento,ayuntamiento,ayuntamiento,city council,TRUE,dict
17579,entidad,n,,10187:entidad|7392:entidades,spanish,entidad,entidad,entidad,entidad,entity,TRUE,dict
17576,jerry,none,NOUSAGE,17576:jerry,spanish,jerry,jerry,jerry,jerry,jerry,TRUE,dict
17566,exponer,v,,3944:exponer|2683:expone|1998:expuso|1096:exponen|762:exponiendo|603:exponerse|433:expusieron|429:expondrá|401:exponía|398:exponga|329:exponerlo|311:expongo|300:expuse|271:exponemos|263:exponerte|243:expones|234:exponerme|232:expondrán|221:expondré|174:exponerlos|171:exponernos|167:expongan|165:exponerle|157:expondría|156:expondremos|143:exponerla|131:expusiera|130:expusiste|114:exponían|111:expusimos|103:expongas|90:exponiéndose|77:exponerlas|46:expongamos|42:expón|36:expusieran|32:exponerles|32:exponiéndolo|27:exponeros|27:exponiéndome|24:exponiéndole|22:exponíamos|21:expondrás|21:exponiéndolos|16:exponiéndote|15:expondrías|15:exponéis|13:exponiéndola|12:expondrían|12:expusieras|12:expusiese|11:expondríamos|11:exponiéndonos|11:exponías|10:exponérselo|8:expongáis|8:exponiéndoles|7:exponed|7:exponiéndolas|6:expusiéramos|5:exponlo|5:expóngala|4:exponlos|4:exponte|4:exponés,spanish,exponer,exponer,exponer,exponer,expose,TRUE,dict
17531,anteriormente,adv,,17531:anteriormente,spanish,anteriormente,anteriormente,anteriormente,anteriormente,previously,TRUE,dict
17511,botón,n,,11876:botón|5635:botones,spanish,botón,botón,botón,botón,button,TRUE,dict
17507,universitario,adj,,6278:universitario|5130:universitaria|4703:universitarios|1396:universitarias,spanish,universitario,universitario,universitario,universitario,university,TRUE,dict
17503,recorrer,v,,5756:recorrer|2201:recorre|1667:recorriendo|1639:recorrió|943:recorren|870:recorría|598:recorrieron|575:recorrí|394:recorrimos|389:recorrían|296:recorrerá|243:recorro|212:recorremos|193:recorra|150:recorrerlo|144:recorrerán|126:recorreremos|102:recorres|97:recorrerla|89:recorran|86:recorrería|76:recorreré|70:recorriste|69:recorríamos|62:recorriera|57:recorrerse|49:recorramos|30:recorras|26:recorrerlos|22:recorriéndolo|21:recorriéndome|20:recorrerme|19:recorrieran|18:recorrerían|18:recorriese|17:recorrerlas|17:recorrerás|17:recorriéndole|16:recorred|15:recorriéndola|9:recorreríamos|9:recórrela|9:recórrete|8:recorrías|7:recorrerte|7:recorrieras|6:recorrerías|6:recorriéndose|6:recorriéramos|5:recorrerle|5:recorriéndote|5:recórranse|4:recorrernos|4:recorriesen|4:recorriéndolos,spanish,recorrer,recorrer,recorrer,recorrer,travelacross / visit,TRUE,dict
17492,colectivo,adj,,7513:colectivo|5819:colectiva|3031:colectivos|1129:colectivas,spanish,colectivo,colectivo,colectivo,colectivo,community / collective,TRUE,dict
17486,interrogar,v,,2749:interrogar|2358:interrogado|1331:interrogando|1281:interrogarlo|1002:interrogó|638:interroga|592:interrogarla|590:interrogados|578:interrogaron|499:interrogarle|499:interrogarme|458:interrogada|411:interrogamos|403:interrogue|316:interrogué|311:interrogarlos|258:interrogan|252:interrogarte|247:interroguen|210:interrogaré|194:interrogaremos|177:interrogaba|140:interrogaste|136:interrogo|126:interrogará|121:interrogas|110:interrogarse|98:interrogarán|98:interroguemos|95:interrogara|95:interrogues|94:interrogándolo|82:interrogándome|81:interrogaban|75:interrogarnos|71:interrogadas|69:interrogarles|55:interrogándole|50:interrogaran|42:interrogarlas|37:interrogándola|36:interrógalo|34:interrogaría|27:interrogándose|22:interrogad|21:interrogándolos|18:interrogarás|17:interrogándonos|17:interrogándote|16:interrógalos|16:interróguenlo|15:interrogaras|15:interrogarían|14:interrogase|12:interrogáramos|11:interrógame|11:interróguelo|11:interróguelos|10:interrogaros|10:interroguéis|10:interrógala|9:interrogabas|9:interrogábamos|8:interroguémoslo|7:interrogarías|7:interrogasteis|7:interrogándolas|7:interrógale|6:interrogalo|6:interrogare|6:interrogaríamos|6:interroguémosle|6:interróguele|6:interróguenlos|5:interrogadla|5:interrogasen|5:interrógueme|5:interróguenla|4:interróguenle,spanish,interrogar,interrogar,interrogar,interrogar,interrogate,TRUE,dict
17486,miércoles,n,,17009:miércoles|477:miercoles,spanish,miércoles,miércoles,miércoles,miércoles,wednesday,TRUE,dict
17440,biblioteca,n,,15738:biblioteca|1702:bibliotecas,spanish,biblioteca,biblioteca,biblioteca,biblioteca,library,TRUE,dict
17439,religión,n,,14677:religión|2762:religiones,spanish,religión,religión,religión,religión,religion,TRUE,dict
17423,personalmente,adv,,17423:personalmente,spanish,personalmente,personalmente,personalmente,personalmente,personally,TRUE,dict
17417,contribuir,v,,4521:contribuir|2491:contribuye|2223:contribuido|1736:contribuyó|1689:contribuyen|941:contribuyeron|788:contribuyendo|490:contribuirá|437:contribuyan|434:contribuya|284:contribuía|229:contribuiría|177:contribuirán|166:contribuían|151:contribuimos|101:contribuyo|87:contribuyera|87:contribuí|64:contribuirían|64:contribuyes|57:contribuiré|43:contribuyeran|30:contribuiremos|29:contribuiste|21:contribuyamos|19:contribuirás|17:contribuyese|14:contribuyas|11:contribuyesen|6:contribuiréis|6:contribuíamos|4:contribuiríamos,spanish,contribuir,contribuir,contribuir,contribuir,contribute,TRUE,dict
17416,ordenador,n,,13390:ordenador|4026:ordenadores,spanish,ordenador,ordenador,ordenador,ordenador,computer,TRUE,dict
17415,andy,none,NOUSAGE,17415:andy,spanish,andy,andy,andy,andy,andy,TRUE,dict
17408,centavo,n,,10621:centavos|6787:centavo,spanish,centavo,centavo,centavo,centavo,cent,TRUE,dict
17407,pendiente,adj,,10115:pendiente|7292:pendientes,spanish,pendiente,pendiente,pendiente,pendiente,earring / slope / pending,TRUE,dict
17403,permanente,adj,,15029:permanente|2374:permanentes,spanish,permanente,permanente,permanente,permanente,permanent,TRUE,dict
17400,PSOE,prop,,17400:psoe,spanish,PSOE,psoe,psoe,psoe,psoe,TRUE,dict
17396,lágrima,n,,15337:lágrimas|1934:lágrima|125:lagrima,spanish,lágrima,lágrima,lágrima,lágrima,tear,TRUE,dict
17385,Constitución,prop,,17385:constitución,spanish,Constitución,constitución,constitución,constitución,constitution,TRUE,dict
17379,evidente,adj,,15336:evidente|2043:evidentes,spanish,evidente,evidente,evidente,evidente,evident,TRUE,dict
17371,granja,n,,15367:granja|2004:granjas,spanish,granja,granja,granja,granja,farm,TRUE,dict
17368,librar,v,,2406:librarse|1940:librado|1774:librar|1504:librarme|1247:librarte|858:libró|824:librarnos|608:líbranos|430:librando|425:libramos|399:librará|361:libran|344:librarás|288:libré|281:libraré|259:libraron|255:librada|246:libraste|241:líbrate|207:libraba|207:libraremos|194:libraría|188:líbrame|141:librara|111:librados|109:librarán|99:libren|87:libremos|80:librarle|80:librarlo|79:libraban|77:libraros|71:libradas|71:librarla|57:librándose|53:líbreme|52:librarías|51:librarlos|49:libranos|49:librémonos|47:librase|45:libraras|44:líbrese|30:libraran|28:libraréis|26:libraríamos|22:libradme|20:libraos|20:librándonos|20:líbrense|19:librarían|18:librate|17:librabas|17:librándote|16:líbrenos|13:librándome|11:librare|11:librarlas|10:libráramos|10:libréis|9:librame|9:librábamos|9:libráis|9:librándolo|9:líbralo|8:librándola|7:librasteis|7:librándole|7:líbrale|6:librad|6:libradnos|6:librasen|5:librareis|5:líbralos|4:librarles|4:libraríais|4:librases|4:librás|4:líbrenme,spanish,librar,librar,librar,librar,rid,TRUE,dict
17367,incidente,n,,12679:incidente|4688:incidentes,spanish,incidente,incidente,incidente,incidente,incident,TRUE,dict
17335,jornada,n,,13273:jornada|4062:jornadas,spanish,jornada,jornada,jornada,jornada,day,TRUE,dict
17317,apretar,v,,3671:aprieta|3295:apretar|1674:apretó|1359:apretando|891:apriete|691:aprietas|684:apretaba|551:apreté|445:aprietan|367:aprietes|239:apretaste|223:apriétalo|207:aprieten|184:apretarlo|174:apretamos|170:apretaré|156:apretarse|153:apretaban|147:apretaron|119:apretara|118:apretarle|117:apriétame|105:apretarme|93:apretarnos|84:apretándose|83:apriétala|74:apretarla|67:apretará|66:apretarte|59:apretaría|56:apretarlos|56:apretándole|53:apretándome|51:apretándolo|48:apretaremos|48:apretemos|46:apretándola|45:apretad|39:apretabas|39:apriétate|38:apretarlas|30:apretarás|30:apriétalos|30:apriételo|29:apretarán|28:apriétale|25:apriéteme|24:apretase|21:apretaos|21:apretaras|20:apretaran|19:apriétalas|18:apriétense|16:apretarles|16:apretáis|15:apretá|14:apretándolos|14:apretás|13:apretándonos|12:apretábamos|11:apretarías|10:apretándote|9:apriétese|8:apretarían|8:apriétela|7:apretare|7:apretaros|7:apretándolas|7:apretándoles|7:apriétenlo|6:apretéis|6:apriételos|5:apretadle|5:apretases|5:apretárselo|5:apriétales|4:apretala|4:apretalo|4:apretaréis|4:apretasen|4:apretársela|4:apretártelo,spanish,apretar,apretar,apretar,apretar,tighten,TRUE,dict
17312,encerrado,adj,,9680:encerrado|3883:encerrada|3143:encerrados|606:encerradas,spanish,encerrado,encerrado,encerrado,encerrar,shut,TRUE,heuristic_dict
17309,licencia,n,,15057:licencia|2252:licencias,spanish,licencia,licencia,licencia,licencia,licence,TRUE,dict
17309,quince,num,,17296:quince|13:quinze,spanish,quince,quince,quince,quince,fifteen,TRUE,dict
17298,abrigo,n,,15182:abrigo|2116:abrigos,spanish,abrigo,abrigo,abrigo,abrigo,coat,TRUE,dict
17298,síntoma,n,,13740:síntomas|3558:síntoma,spanish,síntoma,síntoma,síntoma,síntoma,symptom,TRUE,dict
17292,desesperado,adj,,7455:desesperado|5829:desesperada|2790:desesperados|1127:desesperadas|62:desperado|23:desperados|6:desperada,spanish,desesperado,desesperado,desesperado,desesperado,desperate,TRUE,dict
17253,scott,none,NOUSAGE,17253:scott,spanish,scott,scott,scott,scott,scott,TRUE,dict
17250,parada,n,,14984:parada|2266:paradas,spanish,parada,parada,parada,parada,stop,TRUE,dict
17239,bolso,n,,15472:bolso|1767:bolsos,spanish,bolso,bolso,bolso,bolso,bag,TRUE,dict
17229,placa,n,,11498:placa|5731:placas,spanish,placa,placa,placa,placa,plate / plaque,TRUE,dict
17222,fijo,adj,,6585:fija|6322:fijo|2223:fijos|2092:fijas,spanish,fijo,fijo,fijo,fijo,fixed,TRUE,dict
17205,nacimiento,n,,16212:nacimiento|993:nacimientos,spanish,nacimiento,nacimiento,nacimiento,nacimiento,birth,TRUE,dict
17205,salsa,n,,16082:salsa|1123:salsas,spanish,salsa,salsa,salsa,salsa,sauce,TRUE,dict
17193,cubano,adj,,6881:cubano|4683:cubanos|4607:cubana|1022:cubanas,spanish,cubano,cubano,cubano,cubano,cuban,TRUE,dict
17181,inicial,adj,,11721:inicial|5460:iniciales,spanish,inicial,inicial,inicial,inicial,initial,TRUE,dict
17161,cagar,v,,3735:cago|3225:cagar|1398:cagando|987:cagué|956:caga|939:cagó|755:cagaste|666:cagas|476:cague|452:cagues|444:cagan|390:cagarla|305:cagamos|274:cagarse|269:cagaron|203:cagarme|185:caguen|182:cagarte|140:cagaba|109:cagaré|104:cagará|91:cagándose|86:cagara|73:cagarás|68:cagaría|56:cagarán|49:cágate|44:cagándola|41:cagaban|39:cagándome|38:cagarnos|32:cagaras|28:cagarlo|28:caguemos|26:caguéis|25:cagándote|22:cagabas|21:cagaran|20:cagarías|16:cagate|12:cagaos|12:cagarle|12:cagáis|11:cagaremos|11:cagarlos|11:cagábamos|11:cagás|10:cagarían|10:cagase|8:cagasteis|8:cágame|7:cagare|7:cagáramos|6:cagándonos|6:cágala|5:cagarles|5:cágalo|4:cagala|4:cagá|4:cáguense,spanish,cagar,cagar,cagar,cagar,crap,TRUE,dict
17158,herir,v,,4344:herir|2068:hirió|1500:hirieron|1222:herirte|1167:hiere|712:herirme|686:herí|598:heriste|534:hieren|525:hiriendo|390:herirla|369:herirlo|267:hieres|263:hiera|215:herirle|206:hieran|165:hería|161:herirse|158:hieras|142:herirnos|138:herimos|133:hiriera|121:heriría|110:hiero|108:hirieran|102:herían|95:herirlos|78:herirá|55:herirás|44:heriré|37:herirán|37:hiriese|28:hiriéndome|28:hiéreme|27:herirles|27:hiriéndolo|21:hiriesen|19:hirieras|19:hiriéndole|18:herirlas|18:heriros|17:hiriéndose|16:hiriéndote|15:hiriéndonos|14:hiriéndola|13:hiramos|13:hiérelo|12:herís|11:herirías|9:heriremos|8:herid|8:herirían|7:heristeis|7:hiriéramos|6:herías|6:hiriéndoles|6:hiéranlo|5:heridme|5:hiéranlos|5:hiérele|4:heriríamos|4:hirieses|4:hiriéndolos|4:hiérame|4:hiérela,spanish,herir,herir,herir,herir,injure / wound,TRUE,dict
17158,previo,adj,,6343:previa|6139:previo|2522:previos|2154:previas,spanish,previo,previo,previo,previo,previous,TRUE,dict
17155,evolución,n,,16771:evolución|384:evoluciones,spanish,evolución,evolución,evolución,evolución,evolution,TRUE,dict
17148,ánimo,n,,14329:ánimo|2819:ánimos,spanish,ánimo,ánimo,ánimo,ánimo,spirit / encouragement,TRUE,dict
17134,reflejar,v,,5622:refleja|2499:reflejan|1617:reflejar|1257:reflejado|1116:reflejada|819:reflejaba|534:reflejó|459:refleje|436:reflejando|421:reflejaban|377:reflejados|329:reflejadas|251:reflejarse|246:reflejará|204:reflejen|153:reflejaron|113:reflejara|112:reflejándose|95:reflejarán|87:reflejaría|80:reflejas|51:reflejarlo|45:reflejaran|37:reflejamos|29:reflejarla|26:reflejase|24:reflejarían|14:reflejé|12:reflejarlos|12:reflejarme|11:reflejaré|10:reflejarte|7:reflejasen|7:reflejándolo|5:reflejaremos|5:reflejes|4:reflejarlas|4:reflejábamos|4:refléjalo,spanish,reflejar,reflejar,reflejar,reflejar,reflect,TRUE,dict
17130,templo,n,,14620:templo|2510:templos,spanish,templo,templo,templo,templo,temple,TRUE,dict
17114,propietario,n,,9403:propietario|5595:propietarios|1941:propietaria|175:propietarias,spanish,propietario,propietario,propietario,propietario,owner / proprietary,TRUE,dict
17102,acusación,n,,9388:acusación|7714:acusaciones,spanish,acusación,acusación,acusación,acusación,indictment,TRUE,dict
17098,camioneta,n,,16116:camioneta|982:camionetas,spanish,camioneta,camioneta,camioneta,camioneta,van,TRUE,dict
17096,vela,n,,8851:vela|8245:velas,spanish,vela,vela,vela,vela,candle / sail,TRUE,dict
17079,emperador,n,,13590:emperador|2698:emperatriz|769:emperadores|22:emperatrices,spanish,emperador,emperador,emperador,emperador,emperor / empress,TRUE,dict
17076,facilitar,v,,5002:facilitar|2753:facilita|1066:facilitó|969:facilitado|969:facilitan|705:facilitará|648:facilitando|537:facilite|495:facilitada|470:facilitados|354:faciliten|320:facilitarle|316:facilitaría|286:facilitaba|254:facilitaron|157:facilitarán|143:facilitadas|136:facilitarles|126:facilitara|108:facilito|105:facilitaban|99:facilitarme|98:facilitarnos|98:facilitarte|79:facilitaré|76:facilitamos|70:facilitas|50:facilitarlo|49:facilitarían|46:facilitarse|41:facilitaremos|37:facilitase|37:facilitaste|37:facilité|36:facilitaran|31:facilitándole|26:facilitándoles|25:facilitárselo|22:facilitarla|21:facilites|19:facilitándose|18:facilitártelo|13:facilitasen|11:facilitemos|10:facilitarlas|10:facilitármelo|9:facilitarás|9:facilitándome|7:facilitarlos|7:facilitaros|7:facilítate|6:facilítale|6:facilítele|5:facilitare|5:facilitándonos|5:facilítenos|4:facilitarías|4:facilitábamos|4:facilitándola|4:facilitáramos|4:facilitársela|4:facilitárselas|4:facilitársele|4:facilíteme,spanish,facilitar,facilitar,facilitar,facilitar,facilitate,TRUE,dict
17061,curiosidad,n,,16481:curiosidad|580:curiosidades,spanish,curiosidad,curiosidad,curiosidad,curiosidad,curiosity,TRUE,dict
17056,caza,n,,15540:caza|1516:cazas,spanish,caza,caza,caza,caza,hunting,TRUE,dict
17056,representación,n,,13891:representación|3165:representaciones,spanish,representación,representación,representación,representación,representation / depiction,TRUE,dict
17037,complejo,n,,13121:complejo|3916:complejos,spanish,complejo,complejo,complejo,complejo,complex,TRUE,dict
17032,intelectual,adj,,10824:intelectual|6208:intelectuales,spanish,intelectual,intelectual,intelectual,intelectual,intellectual,TRUE,dict
17018,identificación,n,,15649:identificación|1369:identificaciones,spanish,identificación,identificación,identificación,identificación,identification,TRUE,dict
