lemma,count
drop / come / encounter,5810
confuse,5809
[UNTRANSLATED] visionario,5808
address / aim / conduct,5806
exclude,5806
[UNTRANSLATED] gavilán,5806
[UNTRANSLATED] salino,5806
banner,5804
[UNTRANSLATED] mckay,5803
neutrality,5803
acquisitive,5802
isolated,5802
[UNTRANSLATED] henrik,5802
[UNTRANSLATED] plana,5800
convey / transmit,5800
[UNTRANSLATED] aaah,5798
medullary,5797
divide,5796
gabble / talk / discuss,5796
wise person / wise,5795
[UNTRANSLATED] afiches,5794
[UNTRANSLATED] decaimiento,5794
[UNTRANSLATED] mullir,5794
avalanche,5793
[UNTRANSLATED] obrador,5790
emigrate / migrate,5789
suggest,5787
dvd,5785
asian / asiatic,5784
[UNTRANSLATED] leila,5784
[UNTRANSLATED] vlad,5784
teaching,5783
mistaken,5783
fight / struggle,5782
gain / obtain,5781
polar,5781
organiser,5778
bush,5777
campaigner / defender,5776
[UNTRANSLATED] coliseo,5775
comprise,5773
[UNTRANSLATED] despreocupación,5772
aesthetic,5772
[UNTRANSLATED] sweet,5772
[UNTRANSLATED] engorde,5771
impossibility,5771
[UNTRANSLATED] carajo,5770
angel,5770
[UNTRANSLATED] díos,5768
halt / pay / pause,5767
result / turn,5767
romance,5767
[UNTRANSLATED] phillip,5765
advice / board / council,5764
[UNTRANSLATED] god,5764
trembling / quivering,5764
enter / introduce,5763
inspiring / inspirational,5762
echo / repeat,5762
[UNTRANSLATED] disculpar,5760
catapult,5756
acknowledge / recognise,5756
breathe,5756
sound,5756
comment,5753
buy,5752
lose / miss / spend,5752
receipt / reception,5752
[UNTRANSLATED] termas,5752
stew / cook,5751
favourable,5750
understand / misunderstand,5749
hit / reach / play,5746
[UNTRANSLATED] corpus,5745
run / race,5744
[UNTRANSLATED] gaitán,5744
[UNTRANSLATED] 6,5744
[UNTRANSLATED] cassandra,5743
[UNTRANSLATED] queres,5742
[UNTRANSLATED] silicon,5742
general,5740
bonnet / hat,5739
conduct / investigate / research,5736
clooney,5735
compound,5735
grant / concede,5735
[UNTRANSLATED] margie,5735
cave,5734
[UNTRANSLATED] helen,5734
pool / swimming pool,5731
bail,5730
protect,5730
side,5728
complaint / denunciation,5727
outrage,5727
[UNTRANSLATED] yacer,5727
[UNTRANSLATED] corporation,5725
[UNTRANSLATED] senil,5722
suspend / adjourn,5722
[UNTRANSLATED] baratija,5721
to be able to/can,5721
ace,5720
canarian,5719
entertainment,5719
deaf,5719
be / come,5719
attract,5717
[UNTRANSLATED] gacho,5717
compensation,5716
comment,5713
ambition,5712
deduction,5712
godfather,5712
traveller,5712
[UNTRANSLATED] markham,5711
betray,5709
control / monitor,5708
design,5707
classical / classic,5706
overhead / high / lofty,5706
disappear / vanish,5705
bullet,5704
wet,5704
issue / give,5702
politisation,5702
take / remove,5700
veto / put / dot,5699
civilise,5697
clear / allay,5697
suffer,5697
metabolic,5696
thatcher,5696
trunk,5695
take / remove,5695
width / broad / wide,5694
[UNTRANSLATED] manon,5694
confine,5692
suffice,5691
[UNTRANSLATED] teresa,5691
[UNTRANSLATED] haig,5689
handle / operate,5686
[UNTRANSLATED] juana,5684
brusque,5683
jar,5683
forget,5683
to do/make,5682
credibility,5681
to see,5681
[UNTRANSLATED] choza,5680
contribute,5680
consider / regard / reckon,5676
knited skirt / skirt,5675
equip / instrument,5674
slang / jargon,5674
eventual,5673
type / write,5672
[UNTRANSLATED] cohecho,5671
mistake,5670
[UNTRANSLATED] gigi,5668
[UNTRANSLATED] zeppelin,5667
[UNTRANSLATED] laurita,5665
erase,5664
strain / stress / tension,5663
[UNTRANSLATED] adelaide,5659
bear / hold / stand,5658
chronology,5658
[UNTRANSLATED] mortem,5658
[UNTRANSLATED] fátima,5657
snack,5657
fateful,5656
pit / confront,5655
save,5654
persuasion,5652
chiefly / mainly / primarily,5652
figure / represent,5652
make / attack / strike,5651
beautiful / pretty,5651
[UNTRANSLATED] desamparado,5651
undue,5650
indivisible,5647
preserve,5645
world / world-wide,5642
privileged,5642
aggregate / add,5640
[UNTRANSLATED] electro,5640
[UNTRANSLATED] nisiquiera,5639
stage,5638
[UNTRANSLATED] polla,5638
gabriel,5637
[UNTRANSLATED] hitman,5637
return,5637
this,5637
[UNTRANSLATED] husein,5636
deal / treat,5636
[UNTRANSLATED] botero,5635
alarm / scare / fire alarm,5634
qualify,5634
[UNTRANSLATED] miserablemente,5634
throw,5634
ambitious,5632
meaning,5631
[UNTRANSLATED] mick,5630
silent,5630
eleven / once,5626
feature / table / introduce,5625
locate / trace,5624
norse / nordic,5624
engage,5623
[UNTRANSLATED] mandrake,5623
divide,5622
repayment / refund,5622
dumb / speechless / mute,5621
believe / think,5620
full-face photo / photo,5620
[UNTRANSLATED] lexington,5619
psychopath,5617
[UNTRANSLATED] fcc,5616
[UNTRANSLATED] masterson,5616
alchemist,5614
[UNTRANSLATED] extrañar,5614
[UNTRANSLATED] filarmónico,5613
escape / flee,5611
come,5611
make / attack / strike,5608
speculative,5608
marc,5607
[UNTRANSLATED] mare,5607
pacemaker,5606
abort,5605
[UNTRANSLATED] live,5605
cynical,5604
première,5602
chilean,5600
[UNTRANSLATED] nixon,5600
propose,5599
bottling,5598
ocular,5598
[UNTRANSLATED] harbor,5597
extend / spread / stretch,5596
[UNTRANSLATED] yong,5596
[UNTRANSLATED] cool,5595
promote,5595
line,5595
[UNTRANSLATED] rommie,5595
caracas,5594
execute,5593
ask / call / request,5593
turn / blow,5592
turn / blow,5592
cancel,5592
warn,5591
[UNTRANSLATED] jadear,5590
[UNTRANSLATED] sonriente,5590
acquire / purchase,5589
admit / concede,5588
[UNTRANSLATED] poole,5588
diagnose,5583
[UNTRANSLATED] dean,5581
to have (aux.)/there is,5579
[UNTRANSLATED] psicoanalista,5579
beehive / hive,5577
interrupt / discontinue / disrupt,5577
[UNTRANSLATED] leva,5577
work / toil,5577
tame,5576
slip,5576
tourniquet,5576
protect,5573
[UNTRANSLATED] duela,5570
proscenium,5570
cucumber,5569
to go,5569
crispy,5568
[UNTRANSLATED] vivaldi,5568
fly / blast,5568
[UNTRANSLATED] enfermizo,5567
[UNTRANSLATED] enamorar,5566
ordinary,5566
configure,5562
high / tall / alto,5560
love,5559
[UNTRANSLATED] jean,5559
accumulate / accrue,5558
alluvium,5558
[UNTRANSLATED] injerto,5558
frame / structure,5557
[UNTRANSLATED] iván,5556
yearning / longing,5554
build / construct,5554
occupy,5554
convince,5553
public,5553
storm / rainstorm / temporary,5552
[UNTRANSLATED] pedacito,5550
fall / drop / go,5548
[UNTRANSLATED] fraser,5545
[UNTRANSLATED] chiquito,5544
see / catch / get,5541
[UNTRANSLATED] samuels,5540
use / utilise,5540
continue / go / keep,5538
maxwell,5538
saltworks,5538
braid,5537
[UNTRANSLATED] mudar,5536
promise / pledge,5536
dominate,5535
mario,5535
[UNTRANSLATED] fury,5532
continue / go / keep,5531
[UNTRANSLATED] lenore,5527
[UNTRANSLATED] cully,5525
[UNTRANSLATED] adolphe,5524
[UNTRANSLATED] escapatoria,5524
extend / spread / stretch,5524
tropic,5524
[UNTRANSLATED] rodgers,5523
upset,5522
[UNTRANSLATED] bluth,5521
peasant,5521
finding,5521
[UNTRANSLATED] salvaguardar,5520
stroll,5519
unusual,5518
[UNTRANSLATED] fantastico,5516
forthwith / immediately / in a little while,5513
charge / earn / cash,5512
hold,5510
gradient,5510
[UNTRANSLATED] box,5509
[UNTRANSLATED] cv,5509
conduct / investigate / research,5509
[UNTRANSLATED] finney,5506
walk,5505
condemn / convict / doom,5503
[UNTRANSLATED] roc,5502
pupil,5501
take / see / come,5501
arrogance,5498
conserve,5496
lettuce,5494
pact,5494
mention,5493
tempt,5493
[UNTRANSLATED] cortesano,5492
sign,5490
dance,5489
encryption,5489
[UNTRANSLATED] aubrey,5488
advance,5483
cultivate / farm / grow,5483
[UNTRANSLATED] hurt,5483
thief,5483
[UNTRANSLATED] sombrilla,5480
reflection,5478
seat / sit / settle,5478
[UNTRANSLATED] criminalística,5476
shake / rock / jolt,5476
count / explain / have,5471
doubtful,5469
[UNTRANSLATED] enterrado,5469
successfully,5468
[UNTRANSLATED] francesco,5467
sinew,5467
[UNTRANSLATED] rectitud,5466
waiter / waitress / steward,5465
[UNTRANSLATED] fai,5465
adventurer / adventuress / adventurous,5463
critic / critical,5463
[UNTRANSLATED] chorrear,5462
[UNTRANSLATED] ingresar,5460
demon,5459
[UNTRANSLATED] evelyn,5459
ornament,5459
back,5456
priesthood,5456
[UNTRANSLATED] charlatán,5455
skilled,5453
worm,5453
piss,5453
holy / sacred,5453
euphemism,5452
bandit,5451
ask / call / request,5451
look / search / seek,5450
substitute,5450
[UNTRANSLATED] conejito,5449
[UNTRANSLATED] barker,5447
brussels,5447
cultural centre,5447
[UNTRANSLATED] mcgraw,5446
[UNTRANSLATED] mural,5446
execute,5445
assessment / estimation,5441
[UNTRANSLATED] maruja,5440
to want,5440
[UNTRANSLATED] trish,5440
[UNTRANSLATED] emporio,5438
[UNTRANSLATED] sumir,5437
theatrical,5436
[UNTRANSLATED] cañon,5434
suit / join / unite,5434
bathe,5431
habanera,5431
[UNTRANSLATED] patronal,5430
[UNTRANSLATED] semper,5430
[UNTRANSLATED] capuchino,5428
to give,5428
[UNTRANSLATED] frx0,5428
gallery,5426
armistice,5425
[UNTRANSLATED] elias,5425
acosta,5421
[UNTRANSLATED] santini,5420
[UNTRANSLATED] chamartín,5419
[UNTRANSLATED] brebaje,5418
[UNTRANSLATED] hamid,5418
debit / burden / load,5417
demand,5416
detain / stop / remand,5415
pose / state,5415
govern,5415
adjust,5414
[UNTRANSLATED] jing,5411
[UNTRANSLATED] dormilón,5410
magic / magical,5410
her / his / its,5410
[UNTRANSLATED] lakers,5409
status,5408
brush,5407
[UNTRANSLATED] jill,5406
[UNTRANSLATED] lj,5400
[UNTRANSLATED] ohh,5400
drink,5398
rid,5398
mention,5396
part / separate,5395
rescue,5393
look / hope / expect,5392
[UNTRANSLATED] theresa,5392
oncoming / coming,5391
marry,5390
[UNTRANSLATED] teresita,5390
rape / violate,5390
warm / collapse / drop,5388
[UNTRANSLATED] disculpar,5388
block / blow,5387
[UNTRANSLATED] medicos,5387
[UNTRANSLATED] poetisa,5387
[UNTRANSLATED] sykes,5387
[UNTRANSLATED] affair,5382
hit / reach / play,5381
ignorance,5379
[UNTRANSLATED] bochornoso,5378
steven,5378
firstly,5377
serve / accomplish / fulfil,5376
capture,5375
[UNTRANSLATED] platería,5375
jump / leap / spring,5374
peasant,5372
cuba / tub,5370
[UNTRANSLATED] bolera,5369
roberts,5368
banking,5367
buy,5362
delighted,5362
fire / sack / give,5361
to have (aux.)/there is,5361
player,5360
feature / table / introduce,5360
arrive,5357
joint,5357
to have/possess,5355
commit,5354
protect,5353
typical,5353
handle,5352
rub,5351
to go,5351
beaver,5350
convince,5350
notice / sense / note,5350
seat / sit / settle,5349
[UNTRANSLATED] fifi,5347
[UNTRANSLATED] sidney,5346
cook,5345
shell / seashell,5345
prelate,5345
[UNTRANSLATED] germano,5344
[UNTRANSLATED] ricachón,5343
learn,5340
[UNTRANSLATED] avante,5340
carry / spend / take,5340
note / bank note / banknote,5333
hunter,5333
listen,5333
examine,5333
adherent / backer,5333
trace,5333
change / capsize / switch,5330
writing,5330
[UNTRANSLATED] movil,5328
pleasure / placer,5326
fill / crowd,5323
psychic,5323
retreat / backtrack,5323
ladybird,5322
hearth / chimney / fireplace,5320
hierarchical,5320
play,5320
[UNTRANSLATED] calado,5319
presto,5318
[UNTRANSLATED] majestic,5316
aphrodisiac,5314
bury,5314
ordinary,5314
attend / go / flock,5311
[UNTRANSLATED] sai,5310
[UNTRANSLATED] tontear,5310
instance,5309
progressive,5307
emphysema,5306
fair,5306
[UNTRANSLATED] subsecretaría,5306
[UNTRANSLATED] d,5304
scruple,5303
fat,5303
[UNTRANSLATED] d,5301
[UNTRANSLATED] patear,5301
invent / make,5297
perjury,5296
abate / calm,5295
personality,5291
[UNTRANSLATED] apreciado,5289
balance / equilibrium,5289
hate,5287
what,5287
[UNTRANSLATED] sire,5286
homework / duty / have,5285
[UNTRANSLATED] sicario,5282
ash,5281
land,5280
tour / turn / return,5279
allow / give / quit,5278
terrify,5277
suffer,5276
shipping,5274
[UNTRANSLATED] rda,5274
[UNTRANSLATED] recado,5272
suspect,5272
accept,5271
patch,5271
[UNTRANSLATED] clarice,5270
[UNTRANSLATED] llanta,5267
ostentation,5267
to have/possess,5266
illustration / artwork / enlightenment,5265
[UNTRANSLATED] incinerador,5265
cancel,5262
dump,5261
compote,5259
loom,5258
crash / bump / conflict,5258
[UNTRANSLATED] qing,5258
variant,5258
antecedent,5257
[UNTRANSLATED] rondar,5257
[UNTRANSLATED] costarricense,5255
juárez,5255
[UNTRANSLATED] fé,5254
mafia,5254
film / go / roll,5254
ventilate,5254
[UNTRANSLATED] sevillano,5252
bermuda,5251
convert / turn,5249
[UNTRANSLATED] impasible,5249
use,5248
articulate / articular,5247
iowa,5247
spectacularly,5246
archimedes,5245
drill / hammer,5244
[UNTRANSLATED] matteo,5244
palace,5240
[UNTRANSLATED] wallis,5240
boeing,5239
[UNTRANSLATED] dam,5239
ice-cream shop,5239
[UNTRANSLATED] jana,5238
locate / trace,5237
life,5236
[UNTRANSLATED] kellerman,5235
[UNTRANSLATED] stein,5235
[UNTRANSLATED] hannah,5234
pull / remove / take,5233
[UNTRANSLATED] vikram,5233
listen,5232
illegally,5232
[UNTRANSLATED] percival,5232
consent,5231
notable / remarkable,5231
[UNTRANSLATED] uk,5231
[UNTRANSLATED] valet,5230
gentle / mild / soft,5227
deplete / exhaust,5225
apply / request / solicit,5225
low / short / under,5224
homework / duty / have,5224
deploy / unfold,5224
[UNTRANSLATED] peronista,5224
subject / table,5224
[UNTRANSLATED] menear,5222
sacrifice,5222
utensil,5220
poison,5219
[UNTRANSLATED] presumido,5219
bureaucratic,5218
[UNTRANSLATED] todd,5218
[UNTRANSLATED] bongo,5217
syringe,5217
allow / give / quit,5216
produce / mass-produce,5213
denominate / designate / term,5211
employment / use,5210
take / borrow,5210
convert / turn,5207
season / station / space station,5206
[UNTRANSLATED] petaca,5205
obtain / win / earn,5204
attain / reach,5204
to go,5204
[UNTRANSLATED] félix,5203
attain / reach,5203
look / glance / watch,5203
ex-president,5201
[UNTRANSLATED] intocable,5201
[UNTRANSLATED] blackie,5200
[UNTRANSLATED] cipriano,5200
taut / uptight / tense,5199
metaphysical,5198
[UNTRANSLATED] jaén,5197
cut / hack,5195
[UNTRANSLATED] eliot,5195
clothes,5193
pin / nail,5192
to be (identity/essence),5190
[UNTRANSLATED] desquiciado,5189
[UNTRANSLATED] bronco,5188
[UNTRANSLATED] recaudo,5187
lesson,5186
dig,5185
erect / raise,5185
[UNTRANSLATED] pat,5185
to be (state/location),5182
[UNTRANSLATED] rapero,5182
advertise / announce,5181
[UNTRANSLATED] fastidiar,5180
[UNTRANSLATED] suertudo,5180
[UNTRANSLATED] brunch,5179
joint,5179
[UNTRANSLATED] miley,5179
[UNTRANSLATED] huida,5178
[UNTRANSLATED] ladron,5178
plant,5178
believe / think,5173
achieve / get / manage,5172
attempt / try / endeavour,5172
be / cost,5172
[UNTRANSLATED] desearia,5170
[UNTRANSLATED] interactuar,5170
maguire,5169
[UNTRANSLATED] sim,5168
[UNTRANSLATED] s,5165
burn,5164
verify,5164
volatile,5161
help / do,5160
[UNTRANSLATED] tam,5160
parade,5159
beautiful,5159
burst,5159
[UNTRANSLATED] prefix_re_bobina,5159
bar,5158
drink,5157
setting,5157
twist,5156
[UNTRANSLATED] vladimir,5154
to give,5153
[UNTRANSLATED] sensei,5152
presumably,5151
reward / prize-winning,5148
[UNTRANSLATED] pinocho,5145
question,5144
[UNTRANSLATED] pot,5143
on-line,5141
[UNTRANSLATED] quimio,5140
obscene,5133
exhale,5131
ethical,5131
community,5130
[UNTRANSLATED] umberto,5130
[UNTRANSLATED] adalind,5127
believe / think,5126
survive,5126
third,5125
[UNTRANSLATED] desmond,5124
[UNTRANSLATED] mortaja,5124
[UNTRANSLATED] valentine,5123
[UNTRANSLATED] callar,5122
carry / spend / take,5122
applause / clap,5120
[UNTRANSLATED] marge,5119
[UNTRANSLATED] rústico,5119
[UNTRANSLATED] delfina,5117
merciless,5117
afford / provide,5117
slot,5115
subsequent,5115
allow / permit,5114
[UNTRANSLATED] tibidabo,5114
[UNTRANSLATED] estrangulador,5113
piercing / penetrating / pungent,5113
[UNTRANSLATED] entramado,5112
oversight,5110
hit / punch / paste,5110
[UNTRANSLATED] sawyer,5110
brief / inform / report,5109
bring,5109
[UNTRANSLATED] calígula,5107
earnings / income / revenue,5107
affirm / assert / claim,5106
look / glance / watch,5106
generate,5104
parent / father,5104
shilling,5103
[UNTRANSLATED] cocimiento,5102
finance / fund,5101
save / spare,5100
frighten / scare,5100
build / construct,5100
reasonable,5100
import / matter / mind,5098
[UNTRANSLATED] massey,5098
[UNTRANSLATED] ninja,5097
parameter,5097
stir,5097
accept,5091
stock market,5091
manacle,5091
invoke,5091
provoke / trigger / cause,5091
register / scour,5090
[UNTRANSLATED] resignado,5090
[UNTRANSLATED] memo,5089
look / search / seek,5084
dispatch,5084
curriculum,5083
[UNTRANSLATED] enfado,5083
conviction,5080
[UNTRANSLATED] sofian,5080
[UNTRANSLATED] adi,5079
appeal / attractive / comely,5079
[UNTRANSLATED] alvear,5074
dubbing,5074
[UNTRANSLATED] garland,5074
inn,5074
[UNTRANSLATED] detenla,5072
infinite,5071
obscurity,5071
pediatrician,5070
[UNTRANSLATED] fire,5068
[UNTRANSLATED] elaine,5067
[UNTRANSLATED] lloriquear,5067
[UNTRANSLATED] tarima,5067
rebellious,5064
be / keep / monitor,5064
naturalism,5063
[UNTRANSLATED] cédula,5062
[UNTRANSLATED] priori,5060
sufficient,5059
cross / intersect,5058
gabble / talk / discuss,5057
[UNTRANSLATED] prurito,5057
[UNTRANSLATED] adan,5056
[UNTRANSLATED] matamoros,5056
chronological,5055
die,5055
here / up to here,5054
[UNTRANSLATED] esterlina,5053
[UNTRANSLATED] ajuste,5051
[UNTRANSLATED] lavador,5051
loge,5051
[UNTRANSLATED] soltero,5051
anxiety,5049
clever / smart / ready,5049
feign / fake / pretend,5047
[UNTRANSLATED] clayton,5046
argue,5046
[UNTRANSLATED] ligadura,5046
future,5046
[UNTRANSLATED] baird,5045
[UNTRANSLATED] moretón,5045
[UNTRANSLATED] prefix_multi_plica,5045
[UNTRANSLATED] oakley,5045
[UNTRANSLATED] sabine,5045
[UNTRANSLATED] basurero,5043
to give,5042
cherry,5038
fixer / mediator,5038
pasture,5035
granddad / grandpa / grandma,5034
[UNTRANSLATED] hobbes,5033
[UNTRANSLATED] jadeante,5033
trophy,5033
harass,5032
interweave,5031
to have/possess,5031
collect / pick,5029
inaccessible,5027
be / soler,5027
bury,5026
[UNTRANSLATED] wind,5026
minister / foreign minister,5025
[UNTRANSLATED] comics,5024
serve / accomplish / fulfil,5024
install / set,5024
serve / accomplish / fulfil,5023
photograph / photography / picture,5023
[UNTRANSLATED] pernell,5022
[UNTRANSLATED] plateado,5022
ancient / antique,5021
[UNTRANSLATED] expander,5021
insurrection,5020
[UNTRANSLATED] amago,5018
[UNTRANSLATED] capricornio,5018
cheese,5017
[UNTRANSLATED] benjamin,5016
[UNTRANSLATED] stop,5015
[UNTRANSLATED] arrojo,5014
contemplate,5014
[UNTRANSLATED] fracasar,5014
third,5012
[UNTRANSLATED] dimitri,5011
[UNTRANSLATED] gretchen,5010
rape / violate,5010
[UNTRANSLATED] atlantis,5008
unicorn,5008
calculate / reckon,5007
[UNTRANSLATED] enamorar,5007
wisdom,5007
speech,5005
shake / rock / jolt,5005
grave / tomb,5005
help / do,5004
[UNTRANSLATED] harlem,5004
be / keep / monitor,5004
tighten,5003
continue / go / keep,5002
[UNTRANSLATED] fabrizio,5002
propensity,5002
bbc,5001
infect,5001
express,5000
manuscript / handwritten,4999
judgement / sentence,4999
hospitable,4996
preference,4995
transplantation,4994
[UNTRANSLATED] culminante,4993
[UNTRANSLATED] vecinal,4993
[UNTRANSLATED] jubileo,4990
[UNTRANSLATED] sensacional,4990
receiver / auricular,4989
cost,4988
[UNTRANSLATED] tugurio,4987
homework / duty / have,4986
save / spare,4985
inclination,4985
look / watch / keep,4985
be / come,4984
[UNTRANSLATED] vitrina,4984
invaluable / inestimable,4982
unsuspecting,4981
melancholic / gloomy,4981
[UNTRANSLATED] podrian,4980
[UNTRANSLATED] joselito,4979
[UNTRANSLATED] rotar,4979
[UNTRANSLATED] penelope,4978
subject / table,4977
find,4976
simplification,4976
method,4975
perish,4975
[UNTRANSLATED] sheryl,4975
inland revenue / property,4974
[UNTRANSLATED] remington,4974
afford / provide,4972
zombie,4972
appreciate,4970
dud / uselessness / futility,4970
achieve / get / manage,4967
put,4966
[UNTRANSLATED] sepulcro,4965
chronic,4964
eat / lunch,4961
comprehensible / comprehensive,4961
[UNTRANSLATED] gb,4961
[UNTRANSLATED] pícaro,4961
all the way / completely / entirely,4959
draw / pencil,4959
occupy,4959
brush,4959
urgency,4959
dissolution,4958
to have (aux.)/there is,4958
portal,4958
technological,4958
watchdog,4957
duet,4956
have / remember / remind,4956
[UNTRANSLATED] cao,4955
insinuate,4953
fall / drop / go,4952
finalise,4952
[UNTRANSLATED] jemaine,4952
brat,4952
be / suffer,4952
commit,4951
assemble / bring / gather,4950
trade union / labour union / workers' union,4950
assault,4948
obtain / win / earn,4948
necessary,4948
similarity,4947
[UNTRANSLATED] á,4946
dodge / miss / throw,4945
enjoy / fancy / like,4945
occur,4944
[UNTRANSLATED] tas,4942
colonisation,4941
armoured / battleship,4940
assistance / care,4939
understand / misunderstand,4938
chase / pursue / haunt,4937
vomit,4937
address / direction / wind direction,4936
prolonged,4936
bend,4935
[UNTRANSLATED] oponer,4935
summer,4935
legitimate,4934
find,4932
take / spend / go,4932
smooth,4931
tattoo,4931
[UNTRANSLATED] boogie,4930
blame,4930
padlock,4928
[UNTRANSLATED] excusar,4926
correspond,4925
[UNTRANSLATED] jodete,4922
[UNTRANSLATED] marear,4921
[UNTRANSLATED] topless,4920
sneeze,4919
[UNTRANSLATED] fauces,4918
identity / web identity,4918
unfair,4918
olympic,4918
realistic / realist,4918
[UNTRANSLATED] suceder,4918
hide,4916
[UNTRANSLATED] lawson,4916
[UNTRANSLATED] rafferty,4915
revolutionary,4915
extraordinarily / remarkably,4914
laugh,4914
[UNTRANSLATED] sobremesa,4914
to say/tell,4911
veto / put / dot,4911
[UNTRANSLATED] ro,4911
[UNTRANSLATED] borneo,4909
[UNTRANSLATED] decepcionado,4909
wall,4909
athenian,4908
mail / post,4908
intensity,4907
deal / treat,4907
emerge,4906
diversify,4904
[UNTRANSLATED] gee,4904
mucosa,4903
[UNTRANSLATED] selecto,4902
[UNTRANSLATED] sy,4902
sabotage,4901
subject,4901
islamic,4900
connect,4897
continent,4897
opposition,4896
[UNTRANSLATED] separatista,4896
[UNTRANSLATED] desorientar,4891
humorous,4891
point / signal,4891
burn,4890
forget,4890
[UNTRANSLATED] sporting,4889
lean / skinny,4888
dismiss / refuse,4888
[UNTRANSLATED] fitz,4887
put / dip,4887
prematurely,4885
protect,4885
greet / nod / hail,4884
saying,4883
applaud,4882
hit / reach / play,4882
[UNTRANSLATED] iqué,4881
sweat,4880
clot,4879
[UNTRANSLATED] hervor,4879
[UNTRANSLATED] vasito,4879
mark / score,4878
to have (aux.)/there is,4877
accused,4876
kneel,4876
swear / vow,4876
[UNTRANSLATED] patineta,4875
report,4874
appreciate,4873
chauffeur,4873
andalusian,4872
demonstrate / show,4872
involve,4871
[UNTRANSLATED] premeditado,4869
[UNTRANSLATED] desconectar,4868
jorge,4868
change / foreign exchange / exchange,4867
work / toil,4867
[UNTRANSLATED] gustaria,4866
tell / command,4866
below / down / down below,4865
tourism administration / administration / dispensation,4865
gabble / talk / discuss,4865
shoulder,4865
mature / ripe,4865
[UNTRANSLATED] petrolera,4864
to know (a fact),4864
[UNTRANSLATED] geo,4863
suicide,4863
sleep,4860
substantial,4860
[UNTRANSLATED] close,4859
abuse / misuse,4858
delicate / tricky,4857
steel,4856
riot,4856
be / cost,4856
diphtheria,4855
[UNTRANSLATED] lasalle,4855
cut / hack,4854
[UNTRANSLATED] eichmann,4854
[UNTRANSLATED] martino,4853
[UNTRANSLATED] menosprecio,4852
convey / transport,4852
[UNTRANSLATED] dot,4851
propose,4851
adviser,4850
demolition,4850
countless,4850
scenography,4849
stork,4848
principality,4848
virulence,4848
comfortable,4847
[UNTRANSLATED] oficialismo,4846
soldier,4846
authoritarianism,4845
[UNTRANSLATED] paranormal,4845
truthful,4843
bibliography,4841
[UNTRANSLATED] detallado,4839
phrase / sentence,4838
[UNTRANSLATED] goo,4838
[UNTRANSLATED] holling,4838
objectively,4838
[UNTRANSLATED] hoo,4838
evans,4837
kill,4837
hold,4837
breast / chest,4836
[UNTRANSLATED] glover,4835
to know (a fact),4835
shock,4834
stand / highlight,4834
addressee,4834
[UNTRANSLATED] ej,4834
ask,4834
[UNTRANSLATED] barceló,4833
rucksack / backpack,4833
in front / at the front / in the lead,4832
jacket,4831
excellent,4831
brave / stout-hearted,4830
cite / quote,4829
[UNTRANSLATED] insumo,4829
vermont,4829
[UNTRANSLATED] colton,4828
finger / toe / flip,4828
[UNTRANSLATED] exagerado,4828
[UNTRANSLATED] billy,4827
quickly,4826
appear / show / turn,4823
explain,4822
reprove,4821
breathe,4821
[UNTRANSLATED] locus,4820
buy,4819
industrial,4817
[UNTRANSLATED] páez,4816
feeling,4816
six / sixty,4815
become,4813
belgrade,4812
above / on / over,4811
learn,4810
chestnut,4810
discharge / free / release,4809
robert,4809
continue / go / keep,4807
[UNTRANSLATED] habilidoso,4807
[UNTRANSLATED] hubbard,4807
ramification,4806
[UNTRANSLATED] pendejo,4804
[UNTRANSLATED] draft,4803
smell,4801
effectively,4800
[UNTRANSLATED] urbe,4799
broaden / expand / enlarge,4798
[UNTRANSLATED] quinceañera,4798
reproach,4798
[UNTRANSLATED] bowl,4796
[UNTRANSLATED] nina,4795
slyness / astuteness / cunning,4793
retain,4792
drama,4791
[UNTRANSLATED] envidioso,4791
buy,4790
demand,4789
esplanade,4789
homosexual,4785
[UNTRANSLATED] limitado,4785
utopia,4785
[UNTRANSLATED] dirigido,4784
[UNTRANSLATED] soon,4784
speech,4783
olympic game / olympics,4782
[UNTRANSLATED] forever,4781
[UNTRANSLATED] godzilla,4781
foul-smelling,4780
hide,4779
isotope,4778
panel / signpost,4778
ointment,4778
elect,4776
[UNTRANSLATED] empacar,4776
[UNTRANSLATED] tita,4776
operator,4775
rodríguez,4775
pants,4774
concern,4773
rape / violate,4773
[UNTRANSLATED] harding,4771
bedroom,4770
[UNTRANSLATED] teniamos,4770
admire,4769
assume,4769
create,4767
jeweller,4765
moreira,4765
middle-distance runner / long-distance runner / runner,4764
glow,4763
[UNTRANSLATED] valentino,4763
grow / get,4762
[UNTRANSLATED] seh,4761
identical,4760
to be able to/can,4760
[UNTRANSLATED] abed,4759
[UNTRANSLATED] bono,4759
councillor,4758
balsam / balm,4757
convert / turn,4757
diagram,4756
allow / give / quit,4755
rock,4754
thigh,4754
[UNTRANSLATED] naomi,4754
to see,4754
spacetime,4753
call,4753
personalised,4751
[UNTRANSLATED] ebay,4750
dress,4750
hole,4749
[UNTRANSLATED] lucy,4749
carrot,4749
tie,4747
[UNTRANSLATED] banderilla,4746
[UNTRANSLATED] plebe,4746
argument / squabble,4745
[UNTRANSLATED] nevar,4744
romanian,4744
kill,4741
dodge / miss / throw,4740
manipulate,4738
coincidence,4737
concept,4736
clean,4735
use / utilise,4735
admittedly / certainly,4734
carry / spend / take,4734
leave / get,4734
strategist,4733
modify,4732
